customerid,country,distinct_orders,revenue
17937,United Kingdom,7,"$4,301.22"
17451,United Kingdom,7,"$1,721.40"
17924,United Kingdom,7,"$2,962.50"
17135,United Kingdom,7,"$1,139.73"
13139,United Kingdom,7,"$5,064.94"
12684,France,7,"$2,283.63"
17063,United Kingdom,7,"$1,461.14"
16686,United Kingdom,7,"$3,062.83"
16743,United Kingdom,7,"$2,238.09"
14112,United Kingdom,7,"$2,915.15"
17663,United Kingdom,7,"$1,802.91"
16719,United Kingdom,7,"$1,790.42"
14572,United Kingdom,7,"$2,832.84"
13549,United Kingdom,7,$918.20
16987,United Kingdom,7,"$1,625.05"
13743,United Kingdom,7,"$1,341.60"
12867,United Kingdom,7,"$4,036.82"
13685,United Kingdom,7,"$3,119.44"
17669,United Kingdom,7,"$3,406.72"
16905,United Kingdom,7,"$3,102.43"
12347,Iceland,7,"$4,310.00"
12826,United Kingdom,7,"$1,474.72"
16103,United Kingdom,6,"$1,429.64"
16873,United Kingdom,6,"$7,123.62"
12778,Netherlands,6,$822.23
17874,United Kingdom,6,$683.46
14723,United Kingdom,6,"$1,158.30"
15089,United Kingdom,6,"$2,420.84"
14852,United Kingdom,6,"$2,836.69"
14766,United Kingdom,6,"$2,473.37"
15864,United Kingdom,6,"$1,936.32"
16996,United Kingdom,6,"$1,456.96"
18168,United Kingdom,6,"$1,169.94"
13975,United Kingdom,6,"$2,526.28"
18037,United Kingdom,6,$70.02
14507,United Kingdom,6,"$1,383.18"
13027,United Kingdom,6,"$6,912.00"
16143,United Kingdom,6,"$2,424.94"
16717,United Kingdom,6,"$3,858.38"
17676,United Kingdom,6,"$1,387.68"
17442,United Kingdom,6,"$2,248.56"
15764,United Kingdom,6,"$3,279.97"
12828,United Kingdom,6,"$1,018.71"
16027,United Kingdom,6,$934.62
13520,Switzerland,6,"$3,624.35"
16979,United Kingdom,6,"$1,852.00"
16170,United Kingdom,6,"$1,885.05"
15382,United Kingdom,6,"$5,955.71"
18272,United Kingdom,6,"$3,078.58"
12676,Sweden,6,"$1,331.39"
17227,United Kingdom,6,$939.32
14215,United Kingdom,6,"$1,789.72"
12853,United Kingdom,6,"$1,957.10"
18122,United Kingdom,6,"$1,826.21"
14948,United Kingdom,6,"$1,101.97"
17867,United Kingdom,6,"$1,197.10"
13924,United Kingdom,6,"$1,838.85"
16600,United Kingdom,6,$813.52
13381,United Kingdom,6,"$3,639.31"
13991,United Kingdom,6,$855.97
17107,United Kingdom,6,"$10,815.43"
14883,United Kingdom,6,$761.59
13650,United Kingdom,6,"$1,836.34"
13831,United Kingdom,6,"$2,202.99"
12643,France,6,"$3,344.64"
17723,United Kingdom,6,"$3,276.40"
17426,United Kingdom,6,"$5,037.26"
17027,United Kingdom,6,$890.29
17160,United Kingdom,6,"$3,518.03"
13654,United Kingdom,6,"$2,707.33"
12868,United Kingdom,6,"$1,607.06"
14432,United Kingdom,6,"$2,255.51"
15508,United Kingdom,6,"$1,000.27"
13590,United Kingdom,6,"$1,981.92"
16841,United Kingdom,6,"$1,869.82"
15491,United Kingdom,6,"$3,100.09"
14741,United Kingdom,6,"$1,400.34"
14419,United Kingdom,6,"$1,058.06"
16681,United Kingdom,6,"$1,770.34"
12830,United Kingdom,6,"$6,814.64"
12783,Portugal,6,"$2,225.91"
13728,United Kingdom,6,"$1,016.14"
16184,United Kingdom,6,"$1,158.79"
13246,United Kingdom,6,"$1,987.30"
17183,United Kingdom,6,"$3,347.31"
14407,United Kingdom,6,"$2,157.73"
12484,Spain,6,"$4,541.72"
12951,United Kingdom,6,"$1,064.07"
14188,United Kingdom,6,"$2,054.36"
13138,United Kingdom,6,$962.39
12685,France,6,"$2,863.08"
14487,United Kingdom,6,"$1,196.33"
18177,United Kingdom,6,"$1,341.42"
13198,United Kingdom,6,"$3,401.24"
13448,United Kingdom,6,"$3,539.37"
12388,Australia,6,"$2,780.66"
16668,United Kingdom,6,$306.72
12691,France,6,"$1,035.80"
17744,United Kingdom,6,"$2,322.40"
13994,United Kingdom,6,"$2,313.14"
16360,United Kingdom,6,"$3,512.53"
14841,United Kingdom,6,"$3,295.76"
17050,United Kingdom,6,"$3,228.84"
12477,Germany,6,"$13,219.74"
15093,United Kingdom,6,"$4,597.02"
17863,United Kingdom,6,"$3,160.00"
13477,United Kingdom,6,"$1,454.58"
14307,United Kingdom,6,"$2,995.72"
17086,United Kingdom,6,"$2,050.08"
16871,United Kingdom,6,"$2,812.34"
14676,United Kingdom,6,"$2,548.24"
16497,United Kingdom,6,"$2,965.69"
17422,United Kingdom,6,"$1,979.37"
14834,United Kingdom,6,"$1,720.30"
13949,United Kingdom,6,"$2,427.32"
15107,United Kingdom,6,$319.50
14898,United Kingdom,6,"$1,303.52"
12947,United Kingdom,6,"$1,603.99"
15811,United Kingdom,6,"$2,218.62"
17602,United Kingdom,6,"$5,102.97"
14422,United Kingdom,6,"$4,263.64"
16989,United Kingdom,6,"$1,133.25"
12856,United Kingdom,6,"$2,179.93"
17109,United Kingdom,6,$885.04
14595,United Kingdom,6,"$1,740.60"
13450,United Kingdom,6,"$2,043.72"
14503,United Kingdom,6,"$3,543.26"
15296,United Kingdom,6,"$3,672.86"
13104,United Kingdom,6,"$1,098.48"
14209,United Kingdom,6,"$2,073.43"
14640,United Kingdom,6,"$2,125.08"
16633,United Kingdom,6,"$2,883.10"
18236,United Kingdom,6,$882.24
13752,United Kingdom,6,"$1,186.28"
17460,United Kingdom,6,$622.43
18260,United Kingdom,6,"$2,643.20"
14530,United Kingdom,6,"$2,925.91"
14409,United Kingdom,6,"$2,059.45"
17284,United Kingdom,6,"$1,652.58"
13717,United Kingdom,6,"$1,445.01"
16419,United Kingdom,6,$972.23
13456,United Kingdom,6,"$1,766.72"
16790,United Kingdom,6,"$1,545.62"
17612,United Kingdom,6,"$2,048.45"
14404,United Kingdom,6,"$1,474.32"
18179,United Kingdom,6,"$1,793.17"
17682,United Kingdom,6,"$2,474.33"
18097,United Kingdom,6,"$2,697.80"
16500,United Kingdom,6,$400.86
16899,United Kingdom,6,"$1,281.56"
16173,United Kingdom,6,"$1,418.32"
16918,United Kingdom,6,"$1,068.82"
14515,United Kingdom,6,"$2,102.09"
17236,United Kingdom,6,$916.13
13317,United Kingdom,6,"$2,273.68"
14078,United Kingdom,6,"$1,049.37"
14210,United Kingdom,6,"$1,905.84"
17673,United Kingdom,6,"$1,629.12"
16655,United Kingdom,6,"$3,794.52"
16949,United Kingdom,6,"$1,286.27"
18180,United Kingdom,6,"$1,843.75"
13208,United Kingdom,6,"$1,223.90"
12919,United Kingdom,6,"$1,335.19"
14312,United Kingdom,6,"$1,611.59"
12753,Japan,6,"$21,429.39"
12528,Germany,6,"$1,933.48"
15755,United Kingdom,6,"$2,364.25"
15220,United Kingdom,6,"$1,778.96"
16327,United Kingdom,6,"$3,844.22"
14101,United Kingdom,6,"$5,976.79"
15996,United Kingdom,6,"$1,060.68"
13988,United Kingdom,6,"$4,147.96"
16306,United Kingdom,6,$632.27
17519,United Kingdom,6,"$1,844.02"
14434,United Kingdom,6,"$1,372.80"
17214,United Kingdom,6,"$1,069.12"
15038,United Kingdom,6,$705.49
14315,United Kingdom,6,"$2,481.13"
17386,United Kingdom,6,"$2,686.42"
18139,United Kingdom,6,"$8,438.34"
18210,United Kingdom,6,"$2,621.38"
13782,United Kingdom,6,$912.00
16915,United Kingdom,6,$621.68
16131,United Kingdom,6,"$3,506.54"
16059,United Kingdom,6,"$1,459.86"
14289,United Kingdom,6,$911.26
14482,United Kingdom,6,"$2,068.15"
16877,United Kingdom,6,$853.72
12721,France,6,"$2,656.13"
15203,United Kingdom,6,"$1,827.80"
17203,United Kingdom,6,"$3,563.85"
17007,United Kingdom,6,$889.93
14639,United Kingdom,6,"$2,984.49"
15172,United Kingdom,5,"$1,624.05"
15227,United Kingdom,5,"$1,219.40"
18069,United Kingdom,5,"$2,036.67"
17869,United Kingdom,5,$428.18
15288,United Kingdom,5,"$2,306.52"
15812,United Kingdom,5,"$1,801.14"
16085,United Kingdom,5,$981.51
14129,United Kingdom,5,"$1,123.86"
12823,United Kingdom,5,"$1,759.50"
13079,United Kingdom,5,$220.10
13984,United Kingdom,5,$920.51
14931,Channel Islands,5,"$1,257.68"
12451,Switzerland,5,"$9,035.52"
14146,United Kingdom,5,"$4,191.00"
17754,United Kingdom,5,"$1,772.26"
16086,United Kingdom,5,"$1,121.39"
17516,United Kingdom,5,$768.08
15569,United Kingdom,5,"$1,375.71"
14447,United Kingdom,5,"$1,163.23"
13941,United Kingdom,5,"$5,112.96"
14546,United Kingdom,5,"$2,578.09"
13860,United Kingdom,5,"$1,245.90"
17348,United Kingdom,5,"$1,159.52"
15881,United Kingdom,5,$501.39
18135,United Kingdom,5,$681.91
14077,United Kingdom,5,$499.42
13748,United Kingdom,5,$948.25
14978,United Kingdom,5,"$1,931.42"
14290,United Kingdom,5,"$2,314.65"
13265,United Kingdom,5,"$2,107.66"
17770,United Kingdom,5,"$1,143.27"
13875,United Kingdom,5,"$1,786.79"
14684,United Kingdom,5,"$1,236.28"
12576,Poland,5,"$1,315.83"
13213,United Kingdom,5,"$1,520.58"
16042,United Kingdom,5,"$1,197.27"
13632,United Kingdom,5,"$2,121.27"
16892,United Kingdom,5,$525.54
17131,United Kingdom,5,"$2,463.17"
16628,United Kingdom,5,"$2,188.05"
16748,United Kingdom,5,"$1,515.90"
15434,United Kingdom,5,"$1,041.48"
15815,United Kingdom,5,"$2,100.60"
17059,United Kingdom,5,"$3,095.04"
13118,United Kingdom,5,"$1,197.81"
17873,United Kingdom,5,"$1,859.16"
14102,United Kingdom,5,"$1,360.28"
13593,United Kingdom,5,"$2,037.08"
12502,Spain,5,"$3,723.87"
17522,United Kingdom,5,"$1,070.71"
13309,United Kingdom,5,"$1,456.79"
13495,United Kingdom,5,"$2,044.87"
13092,United Kingdom,5,$477.83
14903,United Kingdom,5,"$2,810.63"
15253,United Kingdom,5,$918.20
16809,United Kingdom,5,$914.69
16875,United Kingdom,5,"$2,095.53"
12749,United Kingdom,5,"$4,090.88"
12613,Germany,5,"$3,344.38"
16235,United Kingdom,5,$867.31
15605,United Kingdom,5,"$1,198.23"
12444,Norway,5,"$5,005.46"
18161,United Kingdom,5,"$1,618.69"
17410,United Kingdom,5,"$1,214.72"
14035,United Kingdom,5,"$1,428.02"
18221,United Kingdom,5,"$1,041.61"
13658,United Kingdom,5,"$2,639.17"
12654,Germany,5,$601.98
17470,United Kingdom,5,"$1,125.07"
12457,Switzerland,5,"$1,970.53"
17966,United Kingdom,5,"$1,098.43"
16550,United Kingdom,5,"$2,298.97"
15208,United Kingdom,5,$870.12
13451,United Kingdom,5,"$2,976.15"
16209,United Kingdom,5,"$2,262.62"
15594,United Kingdom,5,"$1,771.78"
13882,United Kingdom,5,"$1,191.13"
15998,United Kingdom,5,"$3,089.97"
17609,United Kingdom,5,"$1,112.22"
14251,United Kingdom,5,"$2,879.70"
13824,United Kingdom,5,"$1,698.94"
18016,United Kingdom,5,"$1,483.56"
15681,United Kingdom,5,"$1,426.16"
16283,United Kingdom,5,"$1,570.81"
12906,United Kingdom,5,"$2,919.81"
13524,United Kingdom,5,$680.18
12432,Norway,5,"$5,059.32"
13499,United Kingdom,5,"$1,159.11"
15674,United Kingdom,5,"$2,446.60"
15493,United Kingdom,5,"$2,001.80"
16771,United Kingdom,5,"$2,246.81"
16891,United Kingdom,5,$809.70
17593,United Kingdom,5,"$3,927.34"
12670,France,5,"$2,996.05"
16271,United Kingdom,5,"$1,429.24"
13026,United Kingdom,5,$975.36
16438,United Kingdom,5,$798.35
16735,United Kingdom,5,"$2,300.56"
15179,United Kingdom,5,"$2,206.95"
12473,Germany,5,"$3,938.55"
12557,Spain,5,"$11,990.96"
16711,United Kingdom,5,"$1,651.03"
17912,United Kingdom,5,$311.01
18171,United Kingdom,5,"$1,231.31"
16618,United Kingdom,5,"$2,647.59"
12909,United Kingdom,5,"$2,178.67"
14214,United Kingdom,5,"$1,004.38"
13623,United Kingdom,5,$747.78
15380,United Kingdom,5,"$1,690.26"
16566,United Kingdom,5,$614.66
16992,United Kingdom,5,"$1,614.31"
17302,United Kingdom,5,"$1,135.63"
13956,United Kingdom,5,"$1,026.42"
15938,United Kingdom,5,$404.58
14506,United Kingdom,5,"$2,012.17"
15658,United Kingdom,5,"$1,024.10"
14235,United Kingdom,5,"$3,144.86"
16515,United Kingdom,5,"$1,627.13"
15505,United Kingdom,5,"$3,610.96"
13901,United Kingdom,5,"$2,867.20"
13481,United Kingdom,5,"$1,804.56"
14719,United Kingdom,5,"$1,602.13"
15106,United Kingdom,5,"$1,422.52"
15426,United Kingdom,5,"$1,447.39"
14257,United Kingdom,5,"$3,099.72"
17560,United Kingdom,5,$854.95
16225,United Kingdom,5,"$1,096.32"
17085,United Kingdom,5,"$1,566.65"
12408,Belgium,5,"$2,888.55"
12610,Italy,5,"$2,099.54"
14963,United Kingdom,5,"$1,487.80"
16003,United Kingdom,5,"$2,735.37"
17554,United Kingdom,5,"$1,952.45"
13808,United Kingdom,5,"$1,747.66"
12723,France,5,$725.07
16081,United Kingdom,5,"$2,806.90"
15722,United Kingdom,5,"$2,222.56"
14232,United Kingdom,5,"$2,048.07"
13015,United Kingdom,5,"$3,346.28"
14428,United Kingdom,5,"$1,244.83"
14623,United Kingdom,5,$889.25
16395,United Kingdom,5,"$1,486.90"
13883,United Kingdom,5,"$2,674.48"
16726,United Kingdom,5,"$1,382.02"
14665,United Kingdom,5,"$1,835.70"
16750,United Kingdom,5,$623.93
12912,United Kingdom,5,"$1,662.30"
15117,United Kingdom,5,"$1,551.78"
13995,United Kingdom,5,"$1,393.69"
14005,United Kingdom,5,"$2,874.72"
17457,United Kingdom,5,"$1,737.70"
18211,United Kingdom,5,$600.07
12601,Germany,5,$577.06
18239,United Kingdom,5,"$1,561.61"
16770,United Kingdom,5,$770.10
14226,United Kingdom,5,"$2,232.19"
18231,United Kingdom,5,"$2,083.27"
12913,United Kingdom,5,"$2,483.63"
14064,United Kingdom,5,"$1,353.74"
12518,Germany,5,"$2,056.89"
12517,Germany,5,"$2,502.84"
15201,United Kingdom,5,"$1,236.54"
12714,France,5,"$4,708.86"
13313,United Kingdom,5,"$1,555.32"
14673,United Kingdom,5,"$1,736.40"
13719,United Kingdom,5,"$1,041.68"
15785,United Kingdom,5,"$2,328.97"
13634,United Kingdom,5,"$1,575.16"
16172,United Kingdom,5,"$1,140.21"
16150,United Kingdom,5,"$2,053.02"
16321,Australia,5,$373.65
14621,United Kingdom,5,"$1,788.36"
14553,United Kingdom,5,$859.27
15855,United Kingdom,5,$712.24
17930,United Kingdom,5,"$1,740.48"
16153,United Kingdom,5,"$1,824.23"
14321,United Kingdom,5,"$1,530.75"
13575,United Kingdom,5,$732.07
17827,United Kingdom,5,"$1,995.46"
14511,United Kingdom,5,"$1,314.81"
13323,United Kingdom,5,$787.85
16066,United Kingdom,5,"$1,521.87"
18237,United Kingdom,5,$987.10
16709,United Kingdom,5,"$3,029.87"
15240,United Kingdom,5,"$1,706.57"
14047,United Kingdom,5,"$1,308.61"
15081,United Kingdom,5,$504.80
17042,United Kingdom,5,"$1,044.38"
13136,United Kingdom,5,"$2,607.61"
12928,United Kingdom,5,"$2,062.70"
15596,United Kingdom,5,"$1,406.59"
14691,United Kingdom,5,"$2,114.33"
13410,United Kingdom,5,"$1,003.06"
17813,United Kingdom,5,"$1,770.88"
16682,United Kingdom,5,"$1,028.00"
16440,United Kingdom,5,"$3,640.67"
12775,Netherlands,5,"$1,386.04"
14583,United Kingdom,5,"$1,052.55"
17667,United Kingdom,5,"$2,055.51"
15898,United Kingdom,5,"$1,388.88"
16249,United Kingdom,5,"$1,800.07"
13750,United Kingdom,5,"$1,647.26"
17400,United Kingdom,5,"$2,129.96"
13627,United Kingdom,5,"$1,638.47"
17838,United Kingdom,5,"$2,779.30"
13715,United Kingdom,5,"$1,079.34"
12407,Belgium,5,"$1,708.12"
17656,United Kingdom,5,"$1,674.69"
15809,United Kingdom,5,$515.77
12381,Norway,5,"$1,845.31"
16394,United Kingdom,5,"$1,555.34"
12383,Belgium,5,"$1,850.56"
15712,United Kingdom,5,"$1,072.36"
13636,United Kingdom,5,$949.12
14745,United Kingdom,5,"$1,220.26"
12656,France,5,"$4,051.17"
14116,United Kingdom,5,"$1,382.74"
16362,United Kingdom,5,$734.77
15132,United Kingdom,5,$977.93
12520,Germany,5,"$2,634.26"
16128,United Kingdom,5,"$1,880.22"
14748,United Kingdom,5,"$1,415.75"
13141,United Kingdom,5,"$2,388.75"
15267,United Kingdom,5,"$1,717.36"
14498,United Kingdom,5,"$1,957.32"
17469,United Kingdom,5,"$1,870.97"
15858,United Kingdom,5,"$1,438.85"
12782,Portugal,5,"$2,330.92"
13884,United Kingdom,5,$787.60
16907,United Kingdom,5,$981.65
17463,United Kingdom,5,"$1,896.41"
13397,United Kingdom,5,"$1,544.13"
16409,United Kingdom,5,"$2,028.88"
14440,United Kingdom,5,"$2,357.68"
17126,United Kingdom,5,"$1,004.75"
13523,United Kingdom,5,"$3,964.88"
17262,United Kingdom,5,"$1,253.36"
14698,United Kingdom,5,"$1,250.76"
15400,United Kingdom,5,$716.20
15511,United Kingdom,5,$909.23
16456,United Kingdom,5,"$2,158.37"
17054,United Kingdom,5,"$1,356.33"
16258,United Kingdom,5,"$5,203.51"
14493,United Kingdom,5,"$2,383.24"
13107,United Kingdom,4,"$1,531.62"
13681,United Kingdom,4,$827.83
14662,United Kingdom,4,$771.17
15584,United Kingdom,4,$725.11
13203,United Kingdom,4,$869.46
14141,United Kingdom,4,$915.13
13077,United Kingdom,4,$729.27
14111,United Kingdom,4,$692.85
15641,United Kingdom,4,"$1,887.20"
14577,United Kingdom,4,$859.71
15587,United Kingdom,4,$913.68
14504,United Kingdom,4,$673.26
14113,United Kingdom,4,"$1,840.42"
15228,United Kingdom,4,"$3,386.71"
17092,United Kingdom,4,"$1,777.78"
13115,United Kingdom,4,"$2,294.78"
15561,United Kingdom,4,$800.59
16261,United Kingdom,4,$746.83
13555,United Kingdom,4,"$4,149.28"
16126,United Kingdom,4,"$6,287.77"
15618,United Kingdom,4,$776.85
14913,United Kingdom,4,"$1,227.43"
12348,Finland,4,"$1,797.24"
15028,United Kingdom,4,$627.13
17955,United Kingdom,4,$557.30
16660,United Kingdom,4,"$1,267.65"
17700,United Kingdom,4,"$2,534.64"
12728,France,4,$836.33
16232,United Kingdom,4,$990.88
13220,United Kingdom,4,$819.29
12679,France,4,"$1,113.02"
17787,United Kingdom,4,"$1,865.19"
16308,United Kingdom,4,"$2,560.00"
17096,United Kingdom,4,"$1,022.13"
15669,United Kingdom,4,$684.34
15777,United Kingdom,4,"$1,047.11"
17175,United Kingdom,4,"$1,443.69"
17653,United Kingdom,4,"$1,207.56"
13064,United Kingdom,4,"$1,119.49"
13429,United Kingdom,4,"$1,006.80"
14859,United Kingdom,4,"$1,353.74"
14829,United Kingdom,4,$697.55
13277,United Kingdom,4,$258.40
17006,United Kingdom,4,$781.78
14044,United Kingdom,4,$652.82
17738,United Kingdom,4,"$1,879.05"
14565,United Kingdom,4,"$3,099.12"
13301,United Kingdom,4,$618.09
17481,United Kingdom,4,"$1,255.59"
12836,United Kingdom,4,"$2,612.86"
15421,United Kingdom,4,$950.36
14532,United Kingdom,4,$932.85
15031,United Kingdom,4,$668.14
13720,United Kingdom,4,$799.90
13507,United Kingdom,4,"$2,479.16"
14657,United Kingdom,4,$848.22
14609,United Kingdom,4,$601.56
16444,United Kingdom,4,$654.67
15707,United Kingdom,4,$945.58
15756,United Kingdom,4,$532.96
16201,United Kingdom,4,"$1,863.47"
12924,United Kingdom,4,$933.70
15797,United Kingdom,4,"$2,207.40"
16370,United Kingdom,4,"$1,320.56"
16182,United Kingdom,4,"$6,617.65"
12952,United Kingdom,4,"$1,387.79"
12820,United Kingdom,4,$942.34
13240,United Kingdom,4,$663.65
16112,United Kingdom,4,$195.74
15644,United Kingdom,4,$813.00
17088,United Kingdom,4,"$1,991.01"
16938,United Kingdom,4,"$2,736.38"
16205,United Kingdom,4,$761.38
16358,United Kingdom,4,"$2,027.50"
16475,United Kingdom,4,$544.30
16801,United Kingdom,4,"$1,619.73"
17272,United Kingdom,4,"$2,148.63"
15128,United Kingdom,4,"$1,471.00"
15862,United Kingdom,4,$832.88
16341,United Kingdom,4,"$1,971.87"
14049,United Kingdom,4,"$5,681.72"
14293,United Kingdom,4,"$1,046.56"
17515,United Kingdom,4,$639.02
13155,United Kingdom,4,$971.76
17324,United Kingdom,4,$990.23
15062,United Kingdom,4,$987.86
12645,Germany,4,"$1,775.18"
16361,United Kingdom,4,$896.66
16094,United Kingdom,4,"$1,078.23"
14649,United Kingdom,4,"$1,417.29"
14554,United Kingdom,4,"$2,381.04"
13647,United Kingdom,4,"$1,678.12"
12449,Belgium,4,"$4,067.29"
14360,United Kingdom,4,"$2,128.23"
14467,United Kingdom,4,$598.76
15002,United Kingdom,4,"$1,641.76"
14910,United Kingdom,4,$434.35
13928,United Kingdom,4,$464.57
13940,United Kingdom,4,$839.14
14234,United Kingdom,4,$775.46
16342,United Kingdom,4,$322.41
14970,United Kingdom,4,"$1,592.06"
17268,United Kingdom,4,$763.64
14441,United Kingdom,4,"$1,712.89"
15574,United Kingdom,4,$702.25
16728,United Kingdom,4,"$1,054.67"
15411,United Kingdom,4,"$1,358.88"
13200,United Kingdom,4,$870.09
15145,United Kingdom,4,"$1,194.73"
15484,United Kingdom,4,"$3,594.31"
16206,United Kingdom,4,$537.06
13892,United Kingdom,4,$632.97
17720,United Kingdom,4,"$1,195.94"
17648,United Kingdom,4,"$1,797.50"
14224,United Kingdom,4,"$1,050.12"
16470,United Kingdom,4,$762.39
14820,United Kingdom,4,$507.29
13680,United Kingdom,4,"$3,722.42"
17796,United Kingdom,4,$697.90
14198,United Kingdom,4,$701.40
14336,United Kingdom,4,"$1,614.91"
15060,United Kingdom,4,$303.09
14403,United Kingdom,4,"$1,475.81"
17884,United Kingdom,4,$717.45
13644,United Kingdom,4,"$2,624.26"
15608,United Kingdom,4,"$1,093.68"
14844,United Kingdom,4,"$3,189.81"
16062,United Kingdom,4,"$1,153.62"
12463,Belgium,4,"$1,344.78"
13510,United Kingdom,4,"$1,791.56"
12633,Germany,4,"$2,163.98"
17994,United Kingdom,4,$678.49
17350,United Kingdom,4,"$1,286.07"
16120,United Kingdom,4,"$1,309.14"
15407,United Kingdom,4,"$1,056.44"
15199,United Kingdom,4,"$1,268.70"
15679,United Kingdom,4,$781.28
13592,United Kingdom,4,$247.96
14016,EIRE,4,"$4,341.21"
14443,United Kingdom,4,"$1,420.20"
12657,France,4,"$1,643.18"
16005,United Kingdom,4,$615.39
16463,United Kingdom,4,"$1,422.40"
16998,United Kingdom,4,$295.00
15706,United Kingdom,4,"$1,060.56"
12615,France,4,"$2,291.19"
17572,United Kingdom,4,$226.75
14522,United Kingdom,4,$974.54
13247,United Kingdom,4,$501.12
17722,United Kingdom,4,"$2,424.04"
15110,United Kingdom,4,$996.10
17523,United Kingdom,4,$652.74
17702,United Kingdom,4,"$1,824.37"
15745,United Kingdom,4,"$1,094.59"
16621,United Kingdom,4,$813.48
17147,United Kingdom,4,"$1,714.59"
17692,United Kingdom,4,$740.94
12421,Spain,4,$807.04
15920,United Kingdom,4,$167.50
14824,United Kingdom,4,"$1,127.71"
12539,Spain,4,"$5,568.35"
13134,United Kingdom,4,"$1,793.58"
15819,United Kingdom,4,"$1,905.45"
16612,United Kingdom,4,"$1,187.66"
15814,United Kingdom,4,"$1,945.33"
17370,United Kingdom,4,$446.18
14477,United Kingdom,4,"$1,309.60"
15136,United Kingdom,4,"$1,286.70"
16955,United Kingdom,4,$518.67
17075,United Kingdom,4,$834.12
12916,United Kingdom,4,"$3,006.15"
13577,United Kingdom,4,"$1,687.60"
14167,United Kingdom,4,$574.84
14871,United Kingdom,4,$522.38
15983,United Kingdom,4,"$1,475.02"
16295,United Kingdom,4,"$1,328.55"
13489,United Kingdom,4,$449.52
15563,United Kingdom,4,"$1,400.44"
15834,United Kingdom,4,"$2,233.75"
14897,United Kingdom,4,"$1,366.38"
13471,United Kingdom,4,"$2,531.58"
13316,United Kingdom,4,"$5,977.73"
16869,United Kingdom,4,$825.42
12530,Germany,4,"$1,662.28"
16906,United Kingdom,4,$579.77
16224,United Kingdom,4,"$1,295.30"
17062,United Kingdom,4,$538.37
17073,United Kingdom,4,"$1,446.09"
15048,United Kingdom,4,$384.05
13158,United Kingdom,4,"$1,201.06"
16654,United Kingdom,4,$601.27
17883,United Kingdom,4,$671.77
14608,United Kingdom,4,"$1,785.15"
16688,United Kingdom,4,"$1,260.86"
15841,United Kingdom,4,"$1,224.06"
15950,United Kingdom,4,"$1,765.51"
14692,United Kingdom,4,$591.55
15550,United Kingdom,4,$575.63
14297,United Kingdom,4,"$1,305.33"
17299,United Kingdom,4,$669.11
13950,United Kingdom,4,$745.06
14959,United Kingdom,4,$695.42
13865,United Kingdom,4,$501.56
15095,United Kingdom,4,"$1,370.60"
17019,United Kingdom,4,"$1,272.61"
17101,United Kingdom,4,"$1,621.73"
16503,United Kingdom,4,"$1,431.93"
13614,United Kingdom,4,"$1,610.46"
14710,United Kingdom,4,$606.13
14352,United Kingdom,4,"$1,078.96"
17337,United Kingdom,4,"$2,027.87"
15392,United Kingdom,4,"$1,535.53"
13838,United Kingdom,4,$691.73
15810,United Kingdom,4,"$1,391.98"
17571,United Kingdom,4,"$1,498.51"
12937,United Kingdom,4,"$1,504.27"
15625,United Kingdom,4,"$1,534.26"
12845,United Kingdom,4,$354.09
16169,United Kingdom,4,"$1,822.97"
15500,United Kingdom,4,"$1,131.56"
12597,Spain,4,"$3,811.22"
15965,United Kingdom,4,$845.64
15743,United Kingdom,4,$784.46
16637,United Kingdom,4,"$1,154.47"
13147,United Kingdom,4,$712.80
14145,United Kingdom,4,"$3,742.20"
16657,United Kingdom,4,$933.62
16513,United Kingdom,4,$874.59
17585,United Kingdom,4,"$1,133.07"
17849,United Kingdom,4,$605.80
14626,United Kingdom,4,"$2,791.27"
13771,United Kingdom,4,"$2,634.45"
15116,United Kingdom,4,"$1,352.75"
15673,United Kingdom,4,"$2,881.02"
14216,United Kingdom,4,"$1,839.30"
14584,United Kingdom,4,"$1,042.26"
15312,United Kingdom,4,$924.85
16009,United Kingdom,4,$992.71
13735,United Kingdom,4,"$2,885.24"
16007,United Kingdom,4,"$1,701.94"
16122,United Kingdom,4,$684.42
15108,European Community,4,"$1,300.25"
14758,United Kingdom,4,"$1,484.06"
13813,Germany,4,"$1,366.86"
15530,United Kingdom,4,"$1,502.35"
15704,United Kingdom,4,"$2,293.62"
17828,Malta,4,"$1,820.09"
17043,United Kingdom,4,"$1,735.18"
13925,United Kingdom,4,$678.25
14176,United Kingdom,4,$576.90
12722,France,4,$997.63
12380,Belgium,4,"$2,724.81"
15065,United Kingdom,4,"$3,158.13"
12936,United Kingdom,4,"$1,063.90"
15621,United Kingdom,4,"$1,293.03"
13320,United Kingdom,4,"$1,548.70"
15079,United Kingdom,4,$895.61
18093,United Kingdom,4,"$2,106.52"
14446,United Kingdom,4,"$1,039.58"
17373,United Kingdom,4,$646.92
14715,United Kingdom,4,$867.38
15656,United Kingdom,4,$748.50
17625,United Kingdom,4,"$2,047.00"
14285,United Kingdom,4,"$1,910.01"
13963,United Kingdom,4,$664.54
13145,United Kingdom,4,$618.52
13982,United Kingdom,4,"$1,871.81"
15483,United Kingdom,4,$233.81
13505,Switzerland,4,"$4,393.63"
15624,United Kingdom,4,$588.13
12399,Belgium,4,"$1,108.65"
17856,United Kingdom,4,"$1,418.03"
17929,United Kingdom,4,$843.00
17454,United Kingdom,4,$517.53
