CustomerID,Current InvoiceNo,InvoiceDate,Country,previous_date,previous_invoiceNo,time_diff
13695,557774,6/22/2011,United Kingdom,6/3/2011,555493,19
13695,559035,7/5/2011,United Kingdom,6/22/2011,557774,13
13695,561200,7/25/2011,United Kingdom,7/5/2011,559035,20
13695,562148,8/3/2011,United Kingdom,7/25/2011,561200,9
13695,563147,8/12/2011,United Kingdom,8/3/2011,562148,9
13695,565332,9/2/2011,United Kingdom,8/12/2011,563149,21
13695,567252,9/19/2011,United Kingdom,9/2/2011,565332,17
13695,570100,10/7/2011,United Kingdom,9/19/2011,567252,18
13695,575127,11/8/2011,United Kingdom,10/7/2011,570100,32
13700,546421,3/13/2011,United Kingdom,1/16/2011,541249,56
13700,549754,4/12/2011,United Kingdom,3/13/2011,546421,30
13700,549954,4/13/2011,United Kingdom,4/12/2011,549754,1
13700,557005,6/16/2011,United Kingdom,4/13/2011,549954,64
13700,566010,9/8/2011,United Kingdom,6/16/2011,557005,84
13700,571675,10/18/2011,United Kingdom,9/8/2011,566010,40
13700,575971,11/13/2011,United Kingdom,10/18/2011,571675,26
13704,566600,9/13/2011,United Kingdom,9/12/2011,566432,1
13704,567344,9/19/2011,United Kingdom,9/13/2011,566600,6
13704,567683,9/21/2011,United Kingdom,9/19/2011,567344,2
13704,568387,9/27/2011,United Kingdom,9/21/2011,567683,6
13704,570807,10/12/2011,United Kingdom,9/27/2011,568387,15
13704,572333,10/24/2011,United Kingdom,10/12/2011,570807,12
13704,577059,11/17/2011,United Kingdom,10/24/2011,572333,24
13704,580524,12/4/2011,United Kingdom,11/17/2011,577059,17
13705,560284,7/18/2011,United Kingdom,12/1/2010,536392,229
13705,580259,12/2/2011,United Kingdom,7/18/2011,560284,137
13707,546883,3/17/2011,United Kingdom,1/28/2011,542534,48
13709,557962,6/24/2011,United Kingdom,1/28/2011,542578,147
13709,562371,8/4/2011,United Kingdom,6/24/2011,557963,41
13709,564753,8/30/2011,United Kingdom,8/4/2011,562371,26
13709,569687,10/5/2011,United Kingdom,8/30/2011,564753,36
13709,572240,10/21/2011,United Kingdom,10/5/2011,569687,16
13709,574149,11/3/2011,United Kingdom,10/21/2011,572240,13
13709,580757,12/6/2011,United Kingdom,11/3/2011,574149,33
13715,538488,12/12/2010,United Kingdom,12/2/2010,536605,10
13715,540168,1/5/2011,United Kingdom,12/12/2010,538488,24
13715,545578,3/3/2011,United Kingdom,1/5/2011,540168,57
13717,549916,4/13/2011,United Kingdom,2/14/2011,543915,58
13717,557492,6/20/2011,United Kingdom,4/13/2011,549916,68
13717,562127,8/3/2011,United Kingdom,6/20/2011,557492,44
13717,571230,10/14/2011,United Kingdom,8/3/2011,562127,72
13717,574887,11/7/2011,United Kingdom,10/14/2011,571230,24
13718,549282,4/7/2011,United Kingdom,2/17/2011,544277,49
13719,553675,5/18/2011,United Kingdom,4/19/2011,550623,29
13719,571080,10/13/2011,United Kingdom,5/18/2011,553675,148
13719,574728,11/6/2011,United Kingdom,10/13/2011,571080,24
13719,578621,11/24/2011,United Kingdom,11/6/2011,574728,18
13720,550291,4/15/2011,United Kingdom,3/30/2011,548214,16
13720,556794,6/14/2011,United Kingdom,4/15/2011,550291,60
13720,563264,8/15/2011,United Kingdom,6/14/2011,556794,62
13722,561879,7/31/2011,United Kingdom,3/2/2011,545398,151
13725,543377,2/7/2011,United Kingdom,2/4/2011,543193,3
13725,544443,2/20/2011,United Kingdom,2/7/2011,543377,13
13725,544919,2/24/2011,United Kingdom,2/20/2011,544443,4
13725,547046,3/20/2011,United Kingdom,2/24/2011,544919,24
13725,551437,4/28/2011,United Kingdom,3/20/2011,547046,39
13725,557942,6/23/2011,United Kingdom,4/28/2011,551437,56
13725,572132,10/21/2011,United Kingdom,6/23/2011,557942,120
13726,573777,11/1/2011,United Kingdom,8/31/2011,564896,62
13727,575741,11/11/2011,United Kingdom,11/6/2011,574669,5
13728,548311,3/30/2011,United Kingdom,2/2/2011,542995,56
13728,554570,5/25/2011,United Kingdom,3/30/2011,548311,56
13728,561585,7/28/2011,United Kingdom,5/25/2011,554570,64
13728,564313,8/24/2011,United Kingdom,7/28/2011,561585,27
13728,574107,11/3/2011,United Kingdom,8/24/2011,564313,71
13730,561383,7/27/2011,United Kingdom,7/1/2011,558703,26
13731,551850,5/4/2011,United Kingdom,4/7/2011,549188,27
13735,557153,6/17/2011,United Kingdom,4/19/2011,550622,59
13735,573083,10/27/2011,United Kingdom,6/17/2011,557153,132
13735,576405,11/15/2011,United Kingdom,10/27/2011,573083,19
13736,580527,12/4/2011,United Kingdom,3/24/2011,547658,255
13741,556109,6/9/2011,United Kingdom,5/6/2011,552184,34
13741,568787,9/29/2011,United Kingdom,6/9/2011,556109,112
13742,543802,2/13/2011,United Kingdom,1/23/2011,541855,21
13742,545015,2/25/2011,United Kingdom,2/13/2011,543802,12
13742,550296,4/15/2011,United Kingdom,2/25/2011,545015,49
13742,552531,5/10/2011,United Kingdom,4/15/2011,550296,25
13742,555554,6/5/2011,United Kingdom,5/10/2011,552531,26
13742,556051,6/8/2011,United Kingdom,6/5/2011,555554,3
13742,556672,6/13/2011,United Kingdom,6/8/2011,556051,5
13742,558561,6/30/2011,United Kingdom,6/13/2011,556672,17
13742,566237,9/11/2011,United Kingdom,6/30/2011,558561,73
13742,578146,11/23/2011,United Kingdom,9/11/2011,566237,73
13743,552197,5/6/2011,United Kingdom,3/25/2011,547820,42
13743,559328,7/7/2011,United Kingdom,5/6/2011,552197,62
13743,563438,8/16/2011,United Kingdom,7/7/2011,559328,40
13743,564228,8/24/2011,United Kingdom,8/16/2011,563438,8
13743,566328,9/12/2011,United Kingdom,8/24/2011,564228,19
13743,581018,12/7/2011,United Kingdom,9/12/2011,566328,86
13744,565613,9/5/2011,United Kingdom,2/20/2011,544461,197
13748,549190,4/7/2011,United Kingdom,12/1/2010,536371,127
13748,550923,4/21/2011,United Kingdom,4/7/2011,549190,14
13748,565463,9/5/2011,United Kingdom,4/21/2011,550923,137
13750,544093,2/16/2011,United Kingdom,1/7/2011,540452,40
13750,557633,6/21/2011,United Kingdom,2/16/2011,544093,125
13750,561002,7/22/2011,United Kingdom,6/21/2011,557633,31
13750,571407,10/17/2011,United Kingdom,7/22/2011,561002,87
13752,552452,5/9/2011,United Kingdom,4/7/2011,549247,32
13752,553198,5/15/2011,United Kingdom,5/9/2011,552452,6
13752,555948,6/8/2011,United Kingdom,5/15/2011,553198,24
13752,559339,7/7/2011,United Kingdom,6/8/2011,555948,29
13752,562584,8/7/2011,United Kingdom,7/7/2011,559339,31
13754,559609,7/11/2011,United Kingdom,1/26/2011,542242,166
13755,571944,10/20/2011,United Kingdom,10/7/2011,570197,13
13755,572210,10/21/2011,United Kingdom,10/20/2011,571944,1
13755,573896,11/1/2011,United Kingdom,10/21/2011,572210,11
13755,576236,11/14/2011,United Kingdom,11/1/2011,573896,13
13755,577742,11/21/2011,United Kingdom,11/14/2011,576236,7
13755,579679,11/30/2011,United Kingdom,11/21/2011,577742,9
13755,580887,12/6/2011,United Kingdom,11/30/2011,579679,6
13756,538875,12/14/2010,United Kingdom,12/7/2010,537509,7
13756,539091,12/16/2010,United Kingdom,12/14/2010,538875,2
13756,553570,5/18/2011,United Kingdom,12/16/2010,539091,153
13756,556179,6/9/2011,United Kingdom,5/18/2011,553570,22
13756,560447,7/19/2011,United Kingdom,6/9/2011,556179,40
13756,562120,8/2/2011,United Kingdom,7/19/2011,560447,14
13756,565853,9/7/2011,United Kingdom,8/2/2011,562120,36
13756,570271,10/10/2011,United Kingdom,9/7/2011,565853,33
13756,574348,11/4/2011,United Kingdom,10/10/2011,570271,25
13756,576913,11/17/2011,United Kingdom,11/4/2011,574348,13
13756,581187,12/7/2011,United Kingdom,11/17/2011,576912,20
13758,537851,12/8/2010,United Kingdom,12/1/2010,536425,7
13758,540513,1/9/2011,United Kingdom,12/8/2010,537851,32
13758,548555,4/1/2011,United Kingdom,1/9/2011,540513,82
13758,554117,5/22/2011,United Kingdom,4/1/2011,548555,51
13758,573762,11/1/2011,United Kingdom,5/22/2011,554117,163
13758,579097,11/28/2011,United Kingdom,11/1/2011,573762,27
13759,574724,11/6/2011,United Kingdom,9/29/2011,568955,38
13760,571296,10/16/2011,United Kingdom,3/28/2011,547919,202
13761,572076,10/20/2011,United Kingdom,6/13/2011,556502,129
13764,560444,7/18/2011,United Kingdom,1/6/2011,540353,193
13764,569089,9/30/2011,United Kingdom,7/18/2011,560444,74
13767,536794,12/2/2010,United Kingdom,12/1/2010,536395,1
13767,537179,12/5/2010,United Kingdom,12/2/2010,536794,3
13767,538203,12/10/2010,United Kingdom,12/5/2010,537179,5
13767,538878,12/14/2010,United Kingdom,12/10/2010,538203,4
13767,539295,12/16/2010,United Kingdom,12/14/2010,538878,2
13767,540170,1/5/2011,United Kingdom,12/16/2010,539295,20
13767,540662,1/10/2011,United Kingdom,1/5/2011,540170,5
13767,544314,2/17/2011,United Kingdom,1/10/2011,540662,38
13767,544602,2/22/2011,United Kingdom,2/17/2011,544314,5
13767,545058,2/27/2011,United Kingdom,2/22/2011,544602,5
13767,548673,4/1/2011,United Kingdom,2/27/2011,545058,33
13767,548726,4/4/2011,United Kingdom,4/1/2011,548673,3
13767,549308,4/8/2011,United Kingdom,4/4/2011,548896,4
13767,551286,4/27/2011,United Kingdom,4/8/2011,549308,19
13767,552533,5/10/2011,United Kingdom,4/27/2011,551286,13
13767,553579,5/18/2011,United Kingdom,5/10/2011,552533,8
13767,554036,5/20/2011,United Kingdom,5/18/2011,553709,2
13767,558103,6/26/2011,United Kingdom,5/20/2011,554036,37
13767,558351,6/28/2011,United Kingdom,6/26/2011,558103,2
13767,559639,7/11/2011,United Kingdom,6/28/2011,558351,13
13767,562429,8/4/2011,United Kingdom,7/11/2011,559639,24
13767,562701,8/8/2011,United Kingdom,8/4/2011,562429,4
13767,564092,8/23/2011,United Kingdom,8/8/2011,562701,15
13767,566537,9/13/2011,United Kingdom,8/23/2011,564092,21
13767,567346,9/19/2011,United Kingdom,9/13/2011,566537,6
13767,567426,9/20/2011,United Kingdom,9/19/2011,567346,1
13767,570257,10/10/2011,United Kingdom,9/20/2011,567376,20
13767,575703,11/10/2011,United Kingdom,10/10/2011,570257,31
13767,576202,11/14/2011,United Kingdom,11/10/2011,575703,4
13767,581170,12/7/2011,United Kingdom,11/14/2011,576202,23
13769,541302,1/17/2011,United Kingdom,12/7/2010,537612,41
13769,548007,3/29/2011,United Kingdom,1/17/2011,541302,71
13769,550495,4/18/2011,United Kingdom,3/29/2011,548007,20
13769,553219,5/16/2011,United Kingdom,4/18/2011,550495,28
13769,562767,8/9/2011,United Kingdom,5/16/2011,553219,85
13769,566043,9/8/2011,United Kingdom,8/9/2011,562767,30
13769,574048,11/2/2011,United Kingdom,9/8/2011,566043,55
13769,581174,12/7/2011,United Kingdom,11/2/2011,574048,35
13771,554483,5/24/2011,United Kingdom,4/6/2011,549153,48
13771,569852,10/6/2011,United Kingdom,5/24/2011,554483,135
13772,565411,9/4/2011,United Kingdom,4/14/2011,550106,143
13772,574657,11/6/2011,United Kingdom,9/4/2011,565411,63
13777,537848,12/8/2010,United Kingdom,12/1/2010,536584,7
13777,539954,12/23/2010,United Kingdom,12/8/2010,537849,15
13777,541137,1/14/2011,United Kingdom,12/23/2010,539954,22
13777,543024,2/2/2011,United Kingdom,1/14/2011,541137,19
13777,544199,2/17/2011,United Kingdom,2/2/2011,543024,15
13777,544915,2/24/2011,United Kingdom,2/17/2011,544199,7
13777,545993,3/8/2011,United Kingdom,2/24/2011,544915,12
13777,547041,3/20/2011,United Kingdom,3/8/2011,545993,12
13777,548186,3/29/2011,United Kingdom,3/20/2011,547041,9
13777,549225,4/7/2011,United Kingdom,3/29/2011,548186,9
13777,553209,5/16/2011,United Kingdom,4/7/2011,549225,39
13777,555478,6/3/2011,United Kingdom,5/16/2011,553209,18
13777,556064,6/8/2011,United Kingdom,6/3/2011,555478,5
13777,558127,6/27/2011,United Kingdom,6/8/2011,556064,19
13777,559911,7/13/2011,United Kingdom,6/27/2011,558127,16
13777,562093,8/2/2011,United Kingdom,7/13/2011,559911,20
13777,567311,9/19/2011,United Kingdom,8/2/2011,562093,48
13777,567895,9/22/2011,United Kingdom,9/19/2011,567311,3
13777,567960,9/23/2011,United Kingdom,9/22/2011,567895,1
13777,570886,10/13/2011,United Kingdom,9/23/2011,567960,20
13777,576374,11/15/2011,United Kingdom,10/13/2011,570886,33
13777,579986,12/1/2011,United Kingdom,11/15/2011,576374,16
13777,581583,12/9/2011,United Kingdom,12/1/2011,579986,8
13780,580296,12/2/2011,United Kingdom,6/22/2011,557739,163
13782,550629,4/19/2011,United Kingdom,1/16/2011,541241,93
13782,562571,8/7/2011,United Kingdom,4/19/2011,550629,110
13782,569213,10/2/2011,United Kingdom,8/7/2011,562571,56
13782,572289,10/23/2011,United Kingdom,10/2/2011,569213,21
13782,578914,11/27/2011,United Kingdom,10/23/2011,572289,35
13784,542630,1/31/2011,United Kingdom,1/11/2011,540829,20
13784,542892,2/1/2011,United Kingdom,1/31/2011,542630,1
13784,545463,3/3/2011,United Kingdom,2/1/2011,542892,30
13784,551881,5/5/2011,United Kingdom,3/3/2011,545463,63
13784,555818,6/7/2011,United Kingdom,5/5/2011,551881,33
13784,558062,6/24/2011,United Kingdom,6/7/2011,555818,17
13784,563736,8/18/2011,United Kingdom,6/24/2011,558062,55
13784,565736,9/6/2011,United Kingdom,8/18/2011,563736,19
13784,570961,10/13/2011,United Kingdom,9/6/2011,565736,37
13784,579534,11/30/2011,United Kingdom,10/13/2011,570961,48
13787,568154,9/25/2011,United Kingdom,12/10/2010,538345,289
13791,562332,8/4/2011,United Kingdom,6/24/2011,558074,41
13792,569519,10/4/2011,United Kingdom,2/25/2011,545020,221
13798,538353,12/10/2010,United Kingdom,12/2/2010,536824,8
13798,540126,1/5/2011,United Kingdom,12/10/2010,538353,26
13798,540406,1/7/2011,United Kingdom,1/5/2011,540126,2
13798,540800,1/11/2011,United Kingdom,1/7/2011,540406,4
13798,541864,1/23/2011,United Kingdom,1/11/2011,540800,12
13798,543478,2/8/2011,United Kingdom,1/23/2011,541864,16
13798,544168,2/16/2011,United Kingdom,2/8/2011,543478,8
13798,544439,2/20/2011,United Kingdom,2/16/2011,544168,4
13798,545030,2/25/2011,United Kingdom,2/20/2011,544439,5
13798,545888,3/7/2011,United Kingdom,2/25/2011,545030,10
13798,546326,3/11/2011,United Kingdom,3/7/2011,545888,4
13798,547032,3/20/2011,United Kingdom,3/11/2011,546326,9
13798,547373,3/22/2011,United Kingdom,3/20/2011,547032,2
13798,548144,3/29/2011,United Kingdom,3/22/2011,547373,7
13798,548293,3/30/2011,United Kingdom,3/29/2011,548144,1
13798,548979,4/5/2011,United Kingdom,3/30/2011,548293,6
13798,549619,4/11/2011,United Kingdom,4/5/2011,548979,6
13798,550457,4/18/2011,United Kingdom,4/11/2011,549628,7
13798,550907,4/21/2011,United Kingdom,4/18/2011,550457,3
13798,551021,4/26/2011,United Kingdom,4/21/2011,550907,5
13798,551725,5/4/2011,United Kingdom,4/26/2011,551021,8
13798,552450,5/9/2011,United Kingdom,5/4/2011,551726,5
13798,553093,5/13/2011,United Kingdom,5/9/2011,552450,4
13798,553713,5/18/2011,United Kingdom,5/13/2011,553093,5
13798,554156,5/23/2011,United Kingdom,5/18/2011,553713,5
13798,554815,5/26/2011,United Kingdom,5/23/2011,554156,3
13798,554943,5/27/2011,United Kingdom,5/26/2011,554815,1
13798,555632,6/6/2011,United Kingdom,5/27/2011,554943,10
13798,556461,6/12/2011,United Kingdom,6/6/2011,555632,6
13798,557470,6/20/2011,United Kingdom,6/12/2011,556461,8
13798,558248,6/27/2011,United Kingdom,6/20/2011,557470,7
13798,559204,7/7/2011,United Kingdom,6/27/2011,558248,10
13798,560597,7/19/2011,United Kingdom,7/7/2011,559204,12
13798,562109,8/2/2011,United Kingdom,7/19/2011,560597,14
13798,562722,8/8/2011,United Kingdom,8/2/2011,562109,6
13798,564248,8/24/2011,United Kingdom,8/8/2011,562722,16
13798,565901,9/7/2011,United Kingdom,8/24/2011,564248,14
13798,566334,9/12/2011,United Kingdom,9/7/2011,565901,5
13798,566619,9/14/2011,United Kingdom,9/12/2011,566334,2
13798,568653,9/28/2011,United Kingdom,9/14/2011,566619,14
13798,569706,10/5/2011,United Kingdom,9/28/2011,568653,7
13798,570115,10/7/2011,United Kingdom,10/5/2011,569706,2
13798,571299,10/17/2011,United Kingdom,10/7/2011,570115,10
13798,573168,10/28/2011,United Kingdom,10/17/2011,571299,11
13798,574485,11/4/2011,United Kingdom,10/28/2011,573168,7
13798,575178,11/9/2011,United Kingdom,11/4/2011,574485,5
13798,575982,11/13/2011,United Kingdom,11/9/2011,575178,4
13798,577973,11/22/2011,United Kingdom,11/13/2011,575982,9
13798,579126,11/28/2011,United Kingdom,11/22/2011,577973,6
13798,580258,12/2/2011,United Kingdom,11/28/2011,579126,4
13798,581139,12/7/2011,United Kingdom,12/2/2011,580258,5
13798,581432,12/8/2011,United Kingdom,12/7/2011,581139,1
13799,563257,8/15/2011,United Kingdom,2/18/2011,544411,178
13802,548257,3/30/2011,United Kingdom,2/1/2011,542864,57
13802,561027,7/24/2011,United Kingdom,3/30/2011,548257,116
13804,559153,7/6/2011,United Kingdom,2/23/2011,544691,133
13804,560893,7/21/2011,United Kingdom,7/6/2011,559153,15
13804,565406,9/4/2011,United Kingdom,7/21/2011,560893,45
13804,567809,9/22/2011,United Kingdom,9/4/2011,565406,18
13804,575300,11/9/2011,United Kingdom,9/22/2011,567809,48
13805,571698,10/18/2011,United Kingdom,8/2/2011,562107,77
13808,565842,9/7/2011,United Kingdom,9/4/2011,565419,3
13808,569632,10/5/2011,United Kingdom,9/7/2011,565842,28
13808,572454,10/24/2011,United Kingdom,10/5/2011,569632,19
13808,580441,12/4/2011,United Kingdom,10/24/2011,572454,41
13810,575733,11/11/2011,Germany,10/14/2011,571215,28
13811,550354,4/18/2011,Germany,4/14/2011,550187,4
13811,556118,6/9/2011,Germany,4/18/2011,550354,52
13812,569860,10/6/2011,Germany,8/26/2011,564638,41
13812,573284,10/28/2011,Germany,10/6/2011,569860,22
13813,566268,9/11/2011,Germany,7/28/2011,561583,45
13813,569017,9/30/2011,Germany,9/11/2011,566268,19
13813,573430,10/31/2011,Germany,9/30/2011,569017,31
13814,566041,9/8/2011,Germany,7/25/2011,561194,45
13815,557466,6/20/2011,Germany,1/25/2011,542080,146
13815,576787,11/16/2011,Germany,6/20/2011,557466,149
13815,577054,11/17/2011,Germany,11/16/2011,576787,1
13816,576630,11/16/2011,Germany,10/6/2011,569861,41
13817,575713,11/10/2011,Germany,12/23/2010,539946,322
13819,543122,2/3/2011,United Kingdom,1/24/2011,541880,10
13819,543658,2/11/2011,United Kingdom,2/3/2011,543122,8
13821,560287,7/18/2011,United Kingdom,3/23/2011,547488,117
13822,580431,12/4/2011,United Kingdom,10/30/2011,573405,35
13823,577616,11/21/2011,United Kingdom,9/9/2011,566092,73
13824,549735,4/12/2011,United Kingdom,2/2/2011,543008,69
13824,554032,5/20/2011,United Kingdom,4/12/2011,549735,38
13824,561387,7/27/2011,United Kingdom,5/20/2011,554032,68
13824,574868,11/7/2011,United Kingdom,7/27/2011,561387,103
13827,561710,7/29/2011,United Kingdom,7/19/2011,560584,10
13827,571032,10/13/2011,United Kingdom,7/29/2011,561710,76
13831,551879,5/5/2011,United Kingdom,12/5/2010,537127,151
13831,554278,5/23/2011,United Kingdom,5/5/2011,551879,18
13831,561044,7/24/2011,United Kingdom,5/23/2011,554278,62
13831,566479,9/13/2011,United Kingdom,7/24/2011,561044,51
13831,578304,11/23/2011,United Kingdom,9/13/2011,566479,71
13835,559326,7/7/2011,United Kingdom,5/8/2011,552309,60
13835,571657,10/18/2011,United Kingdom,7/7/2011,559326,103
13835,576346,11/14/2011,United Kingdom,10/18/2011,571657,27
13837,552952,5/12/2011,United Kingdom,1/26/2011,542213,106
13838,563200,8/14/2011,United Kingdom,12/5/2010,537042,252
13838,580396,12/4/2011,United Kingdom,8/14/2011,563201,112
13842,540412,1/7/2011,United Kingdom,12/8/2010,537691,30
13842,543118,2/3/2011,United Kingdom,1/7/2011,540412,27
13842,546376,3/11/2011,United Kingdom,2/3/2011,543118,36
13842,551028,4/26/2011,United Kingdom,3/11/2011,546376,46
13842,554372,5/24/2011,United Kingdom,4/26/2011,551028,28
13842,559301,7/7/2011,United Kingdom,5/24/2011,554372,44
13842,568696,9/28/2011,United Kingdom,7/7/2011,559301,83
13842,570721,10/12/2011,United Kingdom,9/28/2011,568696,14
13846,549718,4/11/2011,United Kingdom,12/14/2010,538886,118
13846,576511,11/15/2011,United Kingdom,4/11/2011,549718,218
13848,543991,2/15/2011,United Kingdom,12/8/2010,537841,69
13848,566028,9/8/2011,United Kingdom,2/15/2011,543991,205
13849,571747,10/19/2011,United Kingdom,6/22/2011,557671,119
13851,562218,8/3/2011,United Kingdom,2/24/2011,544924,160
13851,565580,9/5/2011,United Kingdom,8/3/2011,562218,33
13854,539328,12/17/2010,United Kingdom,12/9/2010,537901,8
13854,541172,1/14/2011,United Kingdom,12/17/2010,539328,28
13854,541966,1/24/2011,United Kingdom,1/14/2011,541172,10
13854,542907,2/1/2011,United Kingdom,1/24/2011,541966,8
13854,543591,2/10/2011,United Kingdom,2/1/2011,542907,9
13854,544794,2/23/2011,United Kingdom,2/10/2011,543591,13
13854,546001,3/8/2011,United Kingdom,2/23/2011,544794,13
13854,546637,3/15/2011,United Kingdom,3/8/2011,546001,7
13854,547105,3/21/2011,United Kingdom,3/15/2011,546637,6
13854,549280,4/7/2011,United Kingdom,3/21/2011,547105,17
13854,550307,4/17/2011,United Kingdom,4/7/2011,549280,10
13854,551290,4/27/2011,United Kingdom,4/17/2011,550307,10
13854,553706,5/18/2011,United Kingdom,4/27/2011,551290,21
13854,554484,5/24/2011,United Kingdom,5/18/2011,553706,6
13854,554921,5/27/2011,United Kingdom,5/24/2011,554484,3
13854,558994,7/5/2011,United Kingdom,5/27/2011,554921,39
13854,560640,7/20/2011,United Kingdom,7/5/2011,558994,15
13854,564477,8/25/2011,United Kingdom,7/20/2011,560640,36
13854,566050,9/8/2011,United Kingdom,8/25/2011,564477,14
13854,566435,9/12/2011,United Kingdom,9/8/2011,566050,4
13854,569654,10/5/2011,United Kingdom,9/12/2011,566435,23
13854,574045,11/2/2011,United Kingdom,10/5/2011,569654,28
13854,576613,11/15/2011,United Kingdom,11/2/2011,574045,13
13854,579922,12/1/2011,United Kingdom,11/15/2011,576613,16
13856,556110,6/9/2011,United Kingdom,5/20/2011,554014,20
13856,557969,6/24/2011,United Kingdom,6/9/2011,556110,15
13860,571692,10/18/2011,United Kingdom,9/14/2011,566622,34
13860,578815,11/25/2011,United Kingdom,10/18/2011,571691,38
13860,581382,12/8/2011,United Kingdom,11/25/2011,578815,13
13862,544607,2/22/2011,United Kingdom,1/11/2011,540838,42
13862,550974,4/21/2011,United Kingdom,2/22/2011,544607,58
13862,555559,6/5/2011,United Kingdom,4/21/2011,550974,45
13862,559460,7/8/2011,United Kingdom,6/5/2011,555559,33
13862,564181,8/23/2011,United Kingdom,7/8/2011,559460,46
13862,568574,9/28/2011,United Kingdom,8/23/2011,564181,36
13862,577784,11/21/2011,United Kingdom,9/28/2011,568574,54
13865,555581,6/6/2011,United Kingdom,2/23/2011,544779,103
13865,561244,7/26/2011,United Kingdom,6/6/2011,555581,50
13865,570834,10/12/2011,United Kingdom,7/26/2011,561244,78
13867,568245,9/26/2011,United Kingdom,5/5/2011,552011,144
13867,575148,11/8/2011,United Kingdom,9/26/2011,568245,43
13868,580363,12/2/2011,United Kingdom,11/1/2011,573874,31
13869,542619,1/30/2011,United Kingdom,12/17/2010,539439,44
13869,547253,3/22/2011,United Kingdom,1/30/2011,542619,51
13869,562688,8/8/2011,United Kingdom,3/22/2011,547253,139
13870,558044,6/24/2011,United Kingdom,2/25/2011,544935,119
13870,561537,7/28/2011,United Kingdom,6/24/2011,558042,34
13870,564803,8/30/2011,United Kingdom,7/28/2011,561537,33
13870,573412,10/30/2011,United Kingdom,8/30/2011,564803,61
13870,581140,12/7/2011,United Kingdom,10/30/2011,573411,38
13871,546230,3/10/2011,United Kingdom,2/4/2011,543173,34
13871,547657,3/24/2011,United Kingdom,3/10/2011,546230,14
13871,550446,4/18/2011,United Kingdom,3/24/2011,547657,25
13871,553417,5/17/2011,United Kingdom,4/18/2011,550446,29
13871,558501,6/30/2011,United Kingdom,5/17/2011,553417,44
13871,561614,7/28/2011,United Kingdom,6/30/2011,558501,28
13871,563842,8/19/2011,United Kingdom,7/28/2011,561614,22
13871,566024,9/8/2011,United Kingdom,8/19/2011,563842,20
13871,571406,10/17/2011,United Kingdom,9/8/2011,566024,39
13871,572719,10/25/2011,United Kingdom,10/17/2011,571406,8
13871,576920,11/17/2011,United Kingdom,10/25/2011,572719,23
13873,551882,5/5/2011,United Kingdom,2/3/2011,543046,91
13873,563103,8/12/2011,United Kingdom,5/5/2011,551882,99
13875,547842,3/27/2011,United Kingdom,2/11/2011,543770,44
13875,556104,6/8/2011,United Kingdom,3/27/2011,547842,73
13875,561690,7/29/2011,United Kingdom,6/8/2011,556104,51
13875,571303,10/17/2011,United Kingdom,7/29/2011,561690,80
13880,544090,2/16/2011,United Kingdom,12/7/2010,537620,71
13880,545222,3/1/2011,United Kingdom,2/16/2011,544090,13
13880,550289,4/15/2011,United Kingdom,3/1/2011,545222,45
13880,552168,5/6/2011,United Kingdom,4/15/2011,550289,21
13880,555594,6/6/2011,United Kingdom,5/6/2011,552168,31
13880,560268,7/17/2011,United Kingdom,6/6/2011,555594,41
13880,566483,9/13/2011,United Kingdom,7/17/2011,560267,58
13880,571672,10/18/2011,United Kingdom,9/13/2011,566484,35
13880,577320,11/18/2011,United Kingdom,10/18/2011,571672,31
13881,545707,3/7/2011,United Kingdom,2/1/2011,542785,34
13881,549681,4/11/2011,United Kingdom,3/7/2011,545707,35
13881,552550,5/10/2011,United Kingdom,4/11/2011,549681,29
13881,557796,6/23/2011,United Kingdom,5/10/2011,552550,44
13881,560873,7/21/2011,United Kingdom,6/23/2011,557897,28
13881,564351,8/24/2011,United Kingdom,7/21/2011,560873,34
13881,565491,9/5/2011,United Kingdom,8/24/2011,564351,12
13881,568876,9/29/2011,United Kingdom,9/5/2011,565491,24
13881,569408,10/4/2011,United Kingdom,9/29/2011,568876,5
13881,571431,10/17/2011,United Kingdom,10/4/2011,569408,13
13881,573775,11/1/2011,United Kingdom,10/17/2011,571431,15
13881,576354,11/14/2011,United Kingdom,11/1/2011,573775,13
13881,577805,11/22/2011,United Kingdom,11/14/2011,576354,8
13881,579181,11/28/2011,United Kingdom,11/22/2011,577805,6
13881,580902,12/6/2011,United Kingdom,11/28/2011,579180,8
13882,573023,10/27/2011,United Kingdom,10/6/2011,569887,21
13882,575356,11/9/2011,United Kingdom,10/27/2011,573023,13
13882,579143,11/28/2011,United Kingdom,11/9/2011,575356,19
13882,581064,12/7/2011,United Kingdom,11/28/2011,579143,9
13883,551961,5/5/2011,United Kingdom,3/31/2011,548533,35
13883,579283,11/29/2011,United Kingdom,5/5/2011,551961,208
13884,545822,3/7/2011,United Kingdom,3/1/2011,545309,6
13884,566274,9/11/2011,United Kingdom,3/7/2011,545820,188
13884,580362,12/2/2011,United Kingdom,9/11/2011,566274,82
13885,555498,6/3/2011,United Kingdom,5/23/2011,554125,11
13888,563104,8/12/2011,United Kingdom,5/5/2011,551986,99
13890,564317,8/24/2011,United Kingdom,12/16/2010,539084,251
13890,571935,10/20/2011,United Kingdom,8/24/2011,564317,57
13890,573927,11/2/2011,United Kingdom,10/20/2011,571935,13
