customerid,country,distinctorders,revenue
14503,United Kingdom,6,3543.26
14188,United Kingdom,6,2054.36
14209,United Kingdom,6,2073.43
14210,United Kingdom,6,1905.84
14215,United Kingdom,6,1789.72
14307,United Kingdom,6,2995.72
14312,United Kingdom,6,1611.59
14315,United Kingdom,6,2481.13
14289,United Kingdom,6,911.26
14409,United Kingdom,6,2059.45
14404,United Kingdom,6,1474.32
14407,United Kingdom,6,2157.73
14422,United Kingdom,6,4263.64
14419,United Kingdom,6,1058.06
13975,United Kingdom,6,2526.28
13994,United Kingdom,6,2313.14
13988,United Kingdom,6,4147.96
13991,United Kingdom,6,855.97
14101,United Kingdom,6,5976.79
14078,United Kingdom,6,1049.37
13782,United Kingdom,6,912
13831,United Kingdom,6,2202.99
13949,United Kingdom,6,2427.32
13924,United Kingdom,6,1838.85
13456,United Kingdom,6,1766.72
13590,United Kingdom,6,1981.92
13717,United Kingdom,6,1445.01
13650,United Kingdom,6,1836.34
13654,United Kingdom,6,2707.33
13728,United Kingdom,6,1016.14
13752,United Kingdom,6,1186.28
13715,United Kingdom,5,1079.34
13748,United Kingdom,5,948.25
13750,United Kingdom,5,1647.26
13658,United Kingdom,5,2639.17
13719,United Kingdom,5,1041.68
13575,United Kingdom,5,732.07
13593,United Kingdom,5,2037.08
13623,United Kingdom,5,747.78
13627,United Kingdom,5,1638.47
13632,United Kingdom,5,2121.27
13634,United Kingdom,5,1575.16
13636,United Kingdom,5,949.12
13523,United Kingdom,5,3964.88
13524,United Kingdom,5,680.18
13499,United Kingdom,5,1159.11
13495,United Kingdom,5,2044.87
13481,United Kingdom,5,1804.56
13875,United Kingdom,5,1786.79
13901,United Kingdom,5,2867.2
13941,United Kingdom,5,5112.96
13956,United Kingdom,5,1026.42
13824,United Kingdom,5,1698.94
13808,United Kingdom,5,1747.66
13860,United Kingdom,5,1245.9
13882,United Kingdom,5,1191.13
13883,United Kingdom,5,2674.48
13884,United Kingdom,5,787.6
14064,United Kingdom,5,1353.74
14047,United Kingdom,5,1308.61
14102,United Kingdom,5,1360.28
14077,United Kingdom,5,499.42
14116,United Kingdom,5,1382.74
13995,United Kingdom,5,1393.69
13984,United Kingdom,5,920.51
14005,United Kingdom,5,2874.72
14035,United Kingdom,5,1428.02
14290,United Kingdom,5,2314.65
14321,United Kingdom,5,1530.75
14214,United Kingdom,5,1004.38
14232,United Kingdom,5,2048.07
14251,United Kingdom,5,2879.7
14226,United Kingdom,5,2232.19
14257,United Kingdom,5,3099.72
14235,United Kingdom,5,3144.86
14129,United Kingdom,5,1123.86
14146,United Kingdom,5,4191
14493,United Kingdom,5,2383.24
14498,United Kingdom,5,1957.32
14428,United Kingdom,5,1244.83
14440,United Kingdom,5,2357.68
14447,United Kingdom,5,1163.23
14506,United Kingdom,5,2012.17
14511,United Kingdom,5,1314.81
14553,United Kingdom,5,859.27
14684,United Kingdom,5,1236.28
14665,United Kingdom,5,1835.7
14673,United Kingdom,5,1736.4
14691,United Kingdom,5,2114.33
14698,United Kingdom,5,1250.76
14621,United Kingdom,5,1788.36
14623,United Kingdom,5,889.25
14546,United Kingdom,5,2578.09
14583,United Kingdom,5,1052.55
13313,United Kingdom,5,1555.32
13309,United Kingdom,5,1456.79
13323,United Kingdom,5,787.85
13397,United Kingdom,5,1544.13
13451,United Kingdom,5,2976.15
13410,United Kingdom,5,1003.06
13213,United Kingdom,5,1520.58
13141,United Kingdom,5,2388.75
13265,United Kingdom,5,2107.66
13015,United Kingdom,5,3346.28
13026,United Kingdom,5,975.36
13092,United Kingdom,5,477.83
13079,United Kingdom,5,220.1
13136,United Kingdom,5,2607.61
13118,United Kingdom,5,1197.81
12912,United Kingdom,5,1662.3
12913,United Kingdom,5,2483.63
12906,United Kingdom,5,2919.81
12823,United Kingdom,5,1759.5
12909,United Kingdom,5,2178.67
12928,United Kingdom,5,2062.7
12502,Spain,5,3723.87
12557,Spain,5,11990.96
12782,Portugal,5,2330.92
12457,Switzerland,5,1970.53
12451,Switzerland,5,9035.52
12749,United Kingdom,5,4090.88
12775,Netherlands,5,1386.04
12610,Italy,5,2099.54
12444,Norway,5,5005.46
12576,Poland,5,1315.83
12381,Norway,5,1845.31
12432,Norway,5,5059.32
12601,Germany,5,577.06
12613,Germany,5,3344.38
12654,Germany,5,601.98
12517,Germany,5,2502.84
12518,Germany,5,2056.89
12520,Germany,5,2634.26
12473,Germany,5,3938.55
12714,France,5,4708.86
12723,France,5,725.07
12656,France,5,4051.17
12670,France,5,2996.05
16321,Australia,5,373.65
14931,Channel Islands,5,1257.68
12383,Belgium,5,1850.56
12407,Belgium,5,1708.12
12408,Belgium,5,2888.55
15812,United Kingdom,5,1801.14
15809,United Kingdom,5,515.77
15815,United Kingdom,5,2100.6
15785,United Kingdom,5,2328.97
15722,United Kingdom,5,2222.56
15712,United Kingdom,5,1072.36
15881,United Kingdom,5,501.39
15898,United Kingdom,5,1388.88
15855,United Kingdom,5,712.24
15858,United Kingdom,5,1438.85
15998,United Kingdom,5,3089.97
15938,United Kingdom,5,404.58
15380,United Kingdom,5,1690.26
15400,United Kingdom,5,716.2
15434,United Kingdom,5,1041.48
15426,United Kingdom,5,1447.39
15511,United Kingdom,5,909.23
15505,United Kingdom,5,3610.96
15493,United Kingdom,5,2001.8
15658,United Kingdom,5,1024.1
15681,United Kingdom,5,1426.16
15674,United Kingdom,5,2446.6
15569,United Kingdom,5,1375.71
15605,United Kingdom,5,1198.23
15594,United Kingdom,5,1771.78
15596,United Kingdom,5,1406.59
15201,United Kingdom,5,1236.54
15208,United Kingdom,5,870.12
15227,United Kingdom,5,1219.4
15253,United Kingdom,5,918.2
15288,United Kingdom,5,2306.52
15240,United Kingdom,5,1706.57
15267,United Kingdom,5,1717.36
15081,United Kingdom,5,504.8
15106,United Kingdom,5,1422.52
15117,United Kingdom,5,1551.78
15132,United Kingdom,5,977.93
15172,United Kingdom,5,1624.05
15179,United Kingdom,5,2206.95
14903,United Kingdom,5,2810.63
14978,United Kingdom,5,1931.42
14963,United Kingdom,5,1487.8
14719,United Kingdom,5,1602.13
14745,United Kingdom,5,1220.26
14748,United Kingdom,5,1415.75
17126,United Kingdom,5,1004.75
17131,United Kingdom,5,2463.17
17085,United Kingdom,5,1566.65
17054,United Kingdom,5,1356.33
17042,United Kingdom,5,1044.38
17059,United Kingdom,5,3095.04
16992,United Kingdom,5,1614.31
16891,United Kingdom,5,809.7
16892,United Kingdom,5,525.54
16907,United Kingdom,5,981.65
16875,United Kingdom,5,2095.53
16770,United Kingdom,5,770.1
16771,United Kingdom,5,2246.81
16809,United Kingdom,5,914.69
16682,United Kingdom,5,1028
16726,United Kingdom,5,1382.02
16711,United Kingdom,5,1651.03
16709,United Kingdom,5,3029.87
16735,United Kingdom,5,2300.56
16748,United Kingdom,5,1515.9
16750,United Kingdom,5,623.93
16362,United Kingdom,5,734.77
16283,United Kingdom,5,1570.81
16456,United Kingdom,5,2158.37
16438,United Kingdom,5,798.35
16440,United Kingdom,5,3640.67
16409,United Kingdom,5,2028.88
16394,United Kingdom,5,1555.34
16395,United Kingdom,5,1486.9
16618,United Kingdom,5,2647.59
16628,United Kingdom,5,2188.05
16566,United Kingdom,5,614.66
16550,United Kingdom,5,2298.97
16515,United Kingdom,5,1627.13
16150,United Kingdom,5,2053.02
16153,United Kingdom,5,1824.23
16172,United Kingdom,5,1140.21
16271,United Kingdom,5,1429.24
16258,United Kingdom,5,5203.51
16249,United Kingdom,5,1800.07
16209,United Kingdom,5,2262.62
16225,United Kingdom,5,1096.32
16235,United Kingdom,5,867.31
16128,United Kingdom,5,1880.22
16066,United Kingdom,5,1521.87
16081,United Kingdom,5,2806.9
16085,United Kingdom,5,981.51
16086,United Kingdom,5,1121.39
16042,United Kingdom,5,1197.27
16003,United Kingdom,5,2735.37
18237,United Kingdom,5,987.1
18239,United Kingdom,5,1561.61
18171,United Kingdom,5,1231.31
18211,United Kingdom,5,600.07
18221,United Kingdom,5,1041.61
18231,United Kingdom,5,2083.27
17869,United Kingdom,5,428.18
17873,United Kingdom,5,1859.16
17827,United Kingdom,5,1995.46
17838,United Kingdom,5,2779.3
17813,United Kingdom,5,1770.88
17912,United Kingdom,5,311.01
17930,United Kingdom,5,1740.48
17966,United Kingdom,5,1098.43
18016,United Kingdom,5,1483.56
18069,United Kingdom,5,2036.67
18161,United Kingdom,5,1618.69
18135,United Kingdom,5,681.91
17593,United Kingdom,5,3927.34
17554,United Kingdom,5,1952.45
17609,United Kingdom,5,1112.22
17656,United Kingdom,5,1674.69
17667,United Kingdom,5,2055.51
17754,United Kingdom,5,1772.26
17770,United Kingdom,5,1143.27
17400,United Kingdom,5,2129.96
17410,United Kingdom,5,1214.72
17516,United Kingdom,5,768.08
17522,United Kingdom,5,1070.71
17463,United Kingdom,5,1896.41
17457,United Kingdom,5,1737.7
17469,United Kingdom,5,1870.97
17470,United Kingdom,5,1125.07
17302,United Kingdom,5,1135.63
17348,United Kingdom,5,1159.52
17262,United Kingdom,5,1253.36
17268,United Kingdom,4,763.64
17272,United Kingdom,4,2148.63
17299,United Kingdom,4,669.11
17350,United Kingdom,4,1286.07
17337,United Kingdom,4,2027.87
17324,United Kingdom,4,990.23
17345,United Kingdom,4,537.74
17373,United Kingdom,4,646.92
17370,United Kingdom,4,446.18
17481,United Kingdom,4,1255.59
17454,United Kingdom,4,517.53
17523,United Kingdom,4,652.74
17526,United Kingdom,4,1195.9
17527,United Kingdom,4,939.37
17515,United Kingdom,4,639.02
17502,United Kingdom,4,689.1
17388,United Kingdom,4,1259.56
17738,United Kingdom,4,1879.05
17812,United Kingdom,4,732.16
17796,United Kingdom,4,697.9
17774,United Kingdom,4,1225.41
17787,United Kingdom,4,1865.19
17731,United Kingdom,4,1240.11
17720,United Kingdom,4,1195.94
17722,United Kingdom,4,2424.04
17700,United Kingdom,4,2534.64
17702,United Kingdom,4,1824.37
17692,United Kingdom,4,740.94
17671,United Kingdom,4,1572.71
17653,United Kingdom,4,1207.56
17633,United Kingdom,4,1324.84
17648,United Kingdom,4,1797.5
17560,United Kingdom,4,854.95
17625,United Kingdom,4,2047
17552,United Kingdom,4,930.41
17571,United Kingdom,4,1498.51
17572,United Kingdom,4,226.75
17585,United Kingdom,4,1133.07
17589,United Kingdom,4,2404.17
18125,United Kingdom,4,1142.99
17994,United Kingdom,4,678.49
18145,United Kingdom,4,2861.55
18093,United Kingdom,4,2106.52
18079,United Kingdom,4,3651.97
17955,United Kingdom,4,557.3
17979,United Kingdom,4,757.71
17929,United Kingdom,4,843
17905,United Kingdom,4,800.24
17921,United Kingdom,4,826.52
17816,United Kingdom,4,36.56
17849,United Kingdom,4,605.8
17856,United Kingdom,4,1418.03
17883,United Kingdom,4,671.77
17884,United Kingdom,4,717.45
18232,United Kingdom,4,592.97
18178,United Kingdom,4,1590.81
18173,United Kingdom,4,2106.84
18242,United Kingdom,4,2232.49
16005,United Kingdom,4,615.39
16007,United Kingdom,4,1701.94
16009,United Kingdom,4,992.71
16043,United Kingdom,4,773.99
16045,United Kingdom,4,1340.7
16062,United Kingdom,4,1153.62
16094,United Kingdom,4,1078.23
16112,United Kingdom,4,195.74
16120,United Kingdom,4,1309.14
16122,United Kingdom,4,684.42
16126,United Kingdom,4,6287.77
16232,United Kingdom,4,990.88
16224,United Kingdom,4,1295.3
16261,United Kingdom,4,746.83
16308,United Kingdom,4,2560
16295,United Kingdom,4,1328.55
16169,United Kingdom,4,1822.97
16182,United Kingdom,4,6617.65
16175,United Kingdom,4,1037.59
16188,United Kingdom,4,981.86
16201,United Kingdom,4,1863.47
16203,United Kingdom,4,592.9
16205,United Kingdom,4,761.38
16206,United Kingdom,4,537.06
16503,United Kingdom,4,1431.93
16513,United Kingdom,4,874.59
16493,United Kingdom,4,1351.63
16475,United Kingdom,4,544.3
16469,United Kingdom,4,650.43
16470,United Kingdom,4,762.39
16463,United Kingdom,4,1422.4
16539,United Kingdom,4,1388.81
16612,United Kingdom,4,1187.66
16621,United Kingdom,4,813.48
16379,United Kingdom,4,2157.4
16389,United Kingdom,4,1382.07
16444,United Kingdom,4,654.67
16350,United Kingdom,4,1116.47
16341,United Kingdom,4,1971.87
16342,United Kingdom,4,322.41
16361,United Kingdom,4,896.66
16358,United Kingdom,4,2027.5
16370,United Kingdom,4,1320.56
16676,United Kingdom,4,1592.12
16728,United Kingdom,4,1054.67
16688,United Kingdom,4,1260.86
16696,United Kingdom,4,657.9
16637,United Kingdom,4,1154.47
16654,United Kingdom,4,601.27
16657,United Kingdom,4,933.62
16660,United Kingdom,4,1267.65
16806,United Kingdom,4,801.49
16816,United Kingdom,4,417.06
16833,United Kingdom,4,1106.53
16774,United Kingdom,4,661.52
16801,United Kingdom,4,1619.73
16906,United Kingdom,4,579.77
16869,United Kingdom,4,825.42
16955,United Kingdom,4,518.67
16938,United Kingdom,4,2736.38
17062,United Kingdom,4,538.37
17043,United Kingdom,4,1735.18
17019,United Kingdom,4,1272.61
17006,United Kingdom,4,781.78
16998,United Kingdom,4,295
17092,United Kingdom,4,1777.78
17088,United Kingdom,4,1991.01
17073,United Kingdom,4,1446.09
17075,United Kingdom,4,834.12
17096,United Kingdom,4,1022.13
17101,United Kingdom,4,1621.73
17204,United Kingdom,4,1564.56
17180,United Kingdom,4,796.03
17175,United Kingdom,4,1443.69
17147,United Kingdom,4,1714.59
14758,United Kingdom,4,1484.06
14715,United Kingdom,4,867.38
14710,United Kingdom,4,606.13
14842,United Kingdom,4,2824.69
14844,United Kingdom,4,3189.81
14829,United Kingdom,4,697.55
14837,United Kingdom,4,1649.5
14805,United Kingdom,4,554.65
14824,United Kingdom,4,1127.71
14820,United Kingdom,4,507.29
14790,United Kingdom,4,745.06
14959,United Kingdom,4,695.42
14916,United Kingdom,4,1268.98
15002,United Kingdom,4,1641.76
15022,United Kingdom,4,905.04
15027,United Kingdom,4,1066.15
15028,United Kingdom,4,627.13
14970,United Kingdom,4,1592.06
14910,United Kingdom,4,434.35
14913,United Kingdom,4,1227.43
14897,United Kingdom,4,1366.38
14871,United Kingdom,4,522.38
14859,United Kingdom,4,1353.74
15145,United Kingdom,4,1194.73
15128,United Kingdom,4,1471
15136,United Kingdom,4,1286.7
15116,United Kingdom,4,1352.75
15060,United Kingdom,4,303.09
15079,United Kingdom,4,895.61
15110,United Kingdom,4,996.1
15095,United Kingdom,4,1370.6
15031,United Kingdom,4,668.14
15048,United Kingdom,4,384.05
15062,United Kingdom,4,987.86
15065,United Kingdom,4,3158.13
15312,United Kingdom,4,924.85
15237,United Kingdom,4,1412.32
15228,United Kingdom,4,3386.71
15206,United Kingdom,4,420.3
15199,United Kingdom,4,1268.7
15584,United Kingdom,4,725.11
15587,United Kingdom,4,913.68
15574,United Kingdom,4,702.25
15608,United Kingdom,4,1093.68
15618,United Kingdom,4,776.85
15571,United Kingdom,4,650.43
15550,United Kingdom,4,575.63
15535,United Kingdom,4,536.4
15561,United Kingdom,4,800.59
15563,United Kingdom,4,1400.44
15621,United Kingdom,4,1293.03
15624,United Kingdom,4,588.13
15625,United Kingdom,4,1534.26
15641,United Kingdom,4,1887.2
15644,United Kingdom,4,813
15679,United Kingdom,4,781.28
15669,United Kingdom,4,684.34
15656,United Kingdom,4,748.5
15673,United Kingdom,4,2881.02
15483,United Kingdom,4,233.81
15484,United Kingdom,4,3594.31
15500,United Kingdom,4,1131.56
15530,United Kingdom,4,1502.35
15532,United Kingdom,4,1580.93
15416,United Kingdom,4,3984.32
15421,United Kingdom,4,950.36
15411,United Kingdom,4,1358.88
15407,United Kingdom,4,1056.44
15392,United Kingdom,4,1535.53
15394,United Kingdom,4,2183.54
15367,United Kingdom,4,1877.59
15920,United Kingdom,4,167.5
15952,United Kingdom,4,806.57
15950,United Kingdom,4,1765.51
15983,United Kingdom,4,1475.02
15965,United Kingdom,4,845.64
15862,United Kingdom,4,832.88
15841,United Kingdom,4,1224.06
15882,United Kingdom,4,516.36
15701,United Kingdom,4,1542.14
15704,United Kingdom,4,2293.62
15706,United Kingdom,4,1060.56
15707,United Kingdom,4,945.58
15716,United Kingdom,4,1118.81
15743,United Kingdom,4,784.46
15745,United Kingdom,4,1094.59
15756,United Kingdom,4,532.96
15777,United Kingdom,4,1047.11
15797,United Kingdom,4,2207.4
15819,United Kingdom,4,1905.45
15810,United Kingdom,4,1391.98
15808,United Kingdom,4,3734.97
15814,United Kingdom,4,1945.33
15834,United Kingdom,4,2233.75
15835,United Kingdom,4,954.09
12399,Belgium,4,1108.65
12449,Belgium,4,4067.29
12463,Belgium,4,1344.78
12393,Australia,4,1582.6
12364,Belgium,4,1313.1
12380,Belgium,4,2724.81
14016,EIRE,4,4341.21
15108,European Community,4,1300.25
12348,Finland,4,1797.24
12359,Cyprus,4,6372.58
12674,France,4,1970.6
12679,France,4,1113.02
12680,France,4,862.81
12657,France,4,1643.18
12695,France,4,582.1
12700,France,4,4939.99
12615,France,4,2291.19
12724,France,4,1031.41
12728,France,4,836.33
12722,France,4,997.63
12480,Germany,4,3281.63
12530,Germany,4,1662.28
12645,Germany,4,1775.18
12668,Germany,4,3807.15
12693,Germany,4,855.91
12633,Germany,4,2163.98
15332,Lithuania,4,1661.06
17828,Malta,4,1820.09
13813,Germany,4,1366.86
13815,Germany,4,4027.36
12820,United Kingdom,4,942.34
13505,Switzerland,4,4393.63
12840,United Kingdom,4,2726.77
12836,United Kingdom,4,2612.86
12597,Spain,4,3811.22
12421,Spain,4,807.04
12455,Spain,4,767.96
12539,Spain,4,5568.35
12924,United Kingdom,4,933.7
12916,United Kingdom,4,3006.15
12936,United Kingdom,4,1063.9
12937,United Kingdom,4,1504.27
12952,United Kingdom,4,1387.79
12883,United Kingdom,4,703.47
12845,United Kingdom,4,354.09
13115,United Kingdom,4,2294.78
13134,United Kingdom,4,1793.58
13077,United Kingdom,4,729.27
13107,United Kingdom,4,1531.62
12970,United Kingdom,4,452.24
12993,United Kingdom,4,414.76
12997,United Kingdom,4,1226.89
13048,United Kingdom,4,1835.91
13064,United Kingdom,4,1119.49
13277,United Kingdom,4,258.4
13285,United Kingdom,4,2709.12
13297,United Kingdom,4,2089.85
13301,United Kingdom,4,618.09
13247,United Kingdom,4,501.12
13238,United Kingdom,4,700.73
13240,United Kingdom,4,663.65
13220,United Kingdom,4,819.29
13145,United Kingdom,4,618.52
13147,United Kingdom,4,712.8
13167,United Kingdom,4,791.33
13168,United Kingdom,4,1319.19
13149,United Kingdom,4,1676.06
13155,United Kingdom,4,971.76
13157,United Kingdom,4,1741.22
13158,United Kingdom,4,1201.06
13159,United Kingdom,4,1437.85
13162,United Kingdom,4,1688.29
13196,United Kingdom,4,1797.78
13200,United Kingdom,4,870.09
13203,United Kingdom,4,869.46
13429,United Kingdom,4,1006.8
13475,United Kingdom,4,1431.78
13471,United Kingdom,4,2531.58
13362,United Kingdom,4,3090.74
13316,United Kingdom,4,5977.73
13320,United Kingdom,4,1548.7
14584,United Kingdom,4,1042.26
14577,United Kingdom,4,859.71
14591,United Kingdom,4,1447.14
14565,United Kingdom,4,3099.12
14608,United Kingdom,4,1785.15
14609,United Kingdom,4,601.56
14626,United Kingdom,4,2791.27
14692,United Kingdom,4,591.55
14655,United Kingdom,4,1932.23
14657,United Kingdom,4,848.22
14649,United Kingdom,4,1417.29
14662,United Kingdom,4,771.17
14554,United Kingdom,4,2381.04
14522,United Kingdom,4,974.54
14532,United Kingdom,4,932.85
14467,United Kingdom,4,598.76
14441,United Kingdom,4,1712.89
14443,United Kingdom,4,1420.2
14446,United Kingdom,4,1039.58
14449,United Kingdom,4,907.1
14477,United Kingdom,4,1309.6
14504,United Kingdom,4,673.26
14141,United Kingdom,4,915.13
14145,United Kingdom,4,3742.2
14113,United Kingdom,4,1840.42
14176,United Kingdom,4,576.9
14177,United Kingdom,4,559.41
14163,United Kingdom,4,2445.91
14167,United Kingdom,4,574.84
14173,United Kingdom,4,450.84
14233,United Kingdom,4,1462.72
14234,United Kingdom,4,775.46
14198,United Kingdom,4,701.4
14224,United Kingdom,4,1050.12
14216,United Kingdom,4,1839.3
14342,United Kingdom,4,668.56
14336,United Kingdom,4,1614.91
14293,United Kingdom,4,1046.56
14297,United Kingdom,4,1305.33
14285,United Kingdom,4,1910.01
14273,United Kingdom,4,559.97
14352,United Kingdom,4,1078.96
14360,United Kingdom,4,2128.23
14403,United Kingdom,4,1475.81
13940,United Kingdom,4,839.14
13963,United Kingdom,4,664.54
13982,United Kingdom,4,1871.81
14121,United Kingdom,4,2780.15
14111,United Kingdom,4,692.85
14049,United Kingdom,4,5681.72
14044,United Kingdom,4,652.82
14045,United Kingdom,4,1659.75
13869,United Kingdom,4,3104.95
13865,United Kingdom,4,501.56
13838,United Kingdom,4,691.73
13835,United Kingdom,4,834.57
13908,United Kingdom,4,2369.55
13950,United Kingdom,4,745.06
13892,United Kingdom,4,632.97
13895,United Kingdom,4,2593.07
13925,United Kingdom,4,678.25
13928,United Kingdom,4,464.57
13489,United Kingdom,4,449.52
13510,United Kingdom,4,1791.56
13515,United Kingdom,4,891.12
13507,United Kingdom,4,2479.16
13555,United Kingdom,4,4149.28
13614,United Kingdom,4,1610.46
13592,United Kingdom,4,247.96
13577,United Kingdom,4,1687.6
13558,United Kingdom,4,605.06
13720,United Kingdom,4,799.9
13680,United Kingdom,4,3722.42
13681,United Kingdom,4,827.83
13644,United Kingdom,4,2624.26
13647,United Kingdom,4,1678.12
13735,United Kingdom,4,2885.24
13771,United Kingdom,4,2634.45
13772,United Kingdom,3,1132.13
13764,United Kingdom,3,1521.76
13741,United Kingdom,3,668.43
13606,United Kingdom,3,280.54
13652,United Kingdom,3,1095.08
13662,United Kingdom,3,897.76
13666,United Kingdom,3,84.65
13705,United Kingdom,3,711.86
13722,United Kingdom,3,2375.41
13692,United Kingdom,3,1488.32
13562,United Kingdom,3,1799.33
13564,United Kingdom,3,1749.02
13591,United Kingdom,3,1117.13
13617,United Kingdom,3,544.18
13611,United Kingdom,3,1171.8
13637,United Kingdom,3,810.5
13643,United Kingdom,3,519.44
13533,United Kingdom,3,270.79
13546,United Kingdom,3,626.99
13539,United Kingdom,3,631.34
13516,United Kingdom,3,1389.41
13517,United Kingdom,3,2128.42
13521,United Kingdom,3,1093.65
13500,United Kingdom,3,1166.77
13502,United Kingdom,3,292
13486,United Kingdom,3,1122.41
13487,United Kingdom,3,575.4
13900,United Kingdom,3,740.95
13894,United Kingdom,3,564.62
13951,United Kingdom,3,674.45
13939,United Kingdom,3,568.55
13959,United Kingdom,3,598.2
13946,United Kingdom,3,561.57
13827,United Kingdom,3,412.05
13846,United Kingdom,3,865.06
13848,United Kingdom,3,1255
13819,United Kingdom,3,1140.35
13802,United Kingdom,3,4599.42
13851,United Kingdom,3,2651.46
13856,United Kingdom,3,388.5
13867,United Kingdom,3,1015.29
13873,United Kingdom,3,389.6
14075,United Kingdom,3,942.26
14125,United Kingdom,3,2740.43
14126,United Kingdom,3,706.13
14127,United Kingdom,3,709.71
14001,United Kingdom,3,2043.08
14038,United Kingdom,3,1560.38
14034,United Kingdom,3,651.82
14013,United Kingdom,3,473.02
14019,United Kingdom,3,1421.61
14006,United Kingdom,3,962.19
14021,United Kingdom,3,631.9
14383,United Kingdom,3,1247.69
14385,United Kingdom,3,202.11
14387,United Kingdom,3,1770.56
14359,United Kingdom,3,912.18
14418,United Kingdom,3,1937.25
14276,United Kingdom,3,1119.74
14267,United Kingdom,3,1516.24
14286,United Kingdom,3,4628.75
14287,United Kingdom,3,176.63
14305,United Kingdom,3,1858.96
14332,United Kingdom,3,866.31
14223,United Kingdom,3,991.13
14229,United Kingdom,3,1547.2
14231,United Kingdom,3,925.71
14246,United Kingdom,3,1474.06
14250,United Kingdom,3,1904.05
14175,United Kingdom,3,3222.3
14133,United Kingdom,3,605.64
14161,United Kingdom,3,1110.52
14499,United Kingdom,3,815.32
14500,United Kingdom,3,356.85
14475,United Kingdom,3,925.85
14450,United Kingdom,3,483.25
14463,United Kingdom,3,529.62
14465,United Kingdom,3,1058.62
14460,United Kingdom,3,434.34
14461,United Kingdom,3,2103.06
14529,United Kingdom,3,620.04
14513,United Kingdom,3,455.59
14514,United Kingdom,3,1055.35
14540,United Kingdom,3,996.26
14535,United Kingdom,3,2864.19
14669,United Kingdom,3,1269.99
14631,United Kingdom,3,1006.98
14700,United Kingdom,3,2235.3
14708,United Kingdom,3,1126.37
14681,United Kingdom,3,498.95
14616,United Kingdom,3,406.08
14618,United Kingdom,3,553.44
14561,United Kingdom,3,1080.76
14592,United Kingdom,3,570.46
14593,United Kingdom,3,617.99
13330,United Kingdom,3,1140.93
13334,United Kingdom,3,3536.82
13310,United Kingdom,3,1132.03
13308,United Kingdom,3,1385.51
13314,United Kingdom,3,775.94
13318,United Kingdom,3,640.76
13344,United Kingdom,3,2543.72
13373,United Kingdom,3,3312.25
13376,United Kingdom,3,1019.76
13379,United Kingdom,3,572.56
13389,United Kingdom,3,797.96
13461,United Kingdom,3,1445
13447,United Kingdom,3,1129.14
13427,United Kingdom,3,582.6
13414,United Kingdom,3,1390.5
13405,United Kingdom,3,572.45
13425,United Kingdom,3,1624.21
13186,United Kingdom,3,1575.89
13174,United Kingdom,3,2817.03
13217,United Kingdom,3,533.98
13211,United Kingdom,3,1197.42
13212,United Kingdom,3,788.08
13171,United Kingdom,3,468.41
13242,United Kingdom,3,270.4
13249,United Kingdom,3,711.41
13258,United Kingdom,3,698.58
13280,United Kingdom,3,814.86
13282,United Kingdom,3,1132.14
13055,United Kingdom,3,1214.41
13058,United Kingdom,3,271.4
13029,United Kingdom,3,1247.5
13037,United Kingdom,3,881.07
13038,United Kingdom,3,908.46
12999,United Kingdom,3,455.88
13000,United Kingdom,3,534.85
12994,United Kingdom,3,974.42
13003,United Kingdom,3,149.05
13016,United Kingdom,3,789.89
13131,United Kingdom,3,1073.3
13140,United Kingdom,3,423.72
13124,United Kingdom,3,3866.33
12854,United Kingdom,3,1324.5
12885,United Kingdom,3,1175.22
12879,United Kingdom,3,573.22
12891,United Kingdom,3,331
12950,United Kingdom,3,1843
12990,United Kingdom,3,409.5
12933,United Kingdom,3,607.53
12942,United Kingdom,3,683.9
12356,Portugal,3,2811.43
12697,Sweden,3,957.59
12507,Spain,3,1304.81
12541,Spain,3,981.18
12808,Portugal,3,483.65
12811,Portugal,3,514.85
12456,Switzerland,3,3181.04
13492,Switzerland,3,1269.84
12409,Switzerland,3,11072.67
12827,United Kingdom,3,430.15
12754,Japan,3,3010.74
12759,Netherlands,3,1531.44
12798,Japan,3,6977.04
12787,Netherlands,3,463.66
12642,Germany,3,1013.26
12628,Germany,3,786.46
12560,Germany,3,2134.01
12609,Germany,3,1126.85
12649,Germany,3,623.51
12710,Germany,3,1149.02
13810,Germany,3,1499.01
13811,Germany,3,814.5
13812,Germany,3,539
12526,Germany,3,1316.66
12527,Germany,3,348.71
12498,Germany,3,403.7
14277,France,3,4216.2
12427,Germany,3,825.8
12640,France,3,1174.58
12620,France,3,1339.41
12577,France,3,657.8
12593,France,3,418.1
12669,France,3,2744.03
12372,Denmark,3,1298.04
12370,Cyprus,3,3268.49
12412,Denmark,3,1226.88
12429,Denmark,3,3312.42
14930,Channel Islands,3,2372.86
12413,France,3,758.1
12488,France,3,1298.66
12536,France,3,12601.83
12360,Austria,3,2662.06
12414,Austria,3,562.41
14937,Channel Islands,3,1621.88
17444,Canada,3,2940.04
15826,United Kingdom,3,1654.31
15799,United Kingdom,3,884.14
15806,United Kingdom,3,784.58
15807,United Kingdom,3,903.9
15793,United Kingdom,3,965.61
15801,United Kingdom,3,1063.95
15780,United Kingdom,3,475.28
15781,United Kingdom,3,345.46
15782,United Kingdom,3,2614.74
15786,United Kingdom,3,4932.2
15787,United Kingdom,3,948.05
