customerid,InvoiceNo,month,order_count
17102,547415,3,1
13113,545638,3,9
13959,545574,3,18
17389,545987,3,3
18075,545234,3,12
14890,548459,3,7
13988,548289,3,43
14021,547949,3,3
16782,545890,3,5
16353,546510,3,9
14758,547793,3,28
18041,548448,3,12
12758,545937,3,56
17212,548547,3,4
13014,547324,3,8
12971,548216,3,1
15703,547038,3,5
12679,545301,3,42
14733,546525,3,16
14911,546861,3,25
13593,547028,3,23
16693,546419,3,22
15304,545467,3,4
17799,546550,3,1
16572,546100,3,21
14256,547665,3,21
17581,545593,3,3
12352,546869,3,7
15039,547903,3,36
12818,547493,3,14
15194,545231,3,12
15750,545334,3,48
15861,546913,3,49
13725,547046,3,10
12747,545321,3,12
15998,547358,3,155
16389,545328,3,6
13493,546134,3,4
14505,546774,3,102
15379,546115,3,21
15189,547516,3,2
13199,546831,3,8
12594,547931,3,1
16455,547985,3,19
13046,547021,3,14
15671,546764,3,17
17841,546279,3,1
14911,547789,3,43
16392,546635,3,45
14543,548509,3,5
13491,547204,3,6
15651,547563,3,16
17096,547491,3,9
15521,548213,3,33
13216,546832,3,5
13694,547518,3,6
14755,547883,3,17
13199,545535,3,2
17811,547197,3,7
16013,546736,3,1
17220,548308,3,64
12931,546560,3,1
13881,545707,3,4
17863,548276,3,18
13047,548331,3,20
17811,545279,3,7
12948,547030,3,25
17272,547350,3,41
17675,546555,3,22
17400,548530,3,2
13652,547886,3,20
14194,546988,3,18
15061,546527,3,2
14472,547850,3,62
13089,548497,3,57
14085,546121,3,25
12547,545647,3,6
17616,548217,3,1
15838,546160,3,32
16833,547716,3,13
13132,547503,3,3
18109,547709,3,28
12524,545533,3,23
15696,545696,3,21
12428,548363,3,10
16905,547712,3,35
15709,545237,3,6
13956,546424,3,23
17917,547971,3,36
17428,547987,3,29
13668,546751,3,26
13821,547488,3,42
16216,546862,3,37
14646,548010,3,15
15894,548501,3,3
15769,546112,3,1
16931,547871,3,51
13094,545347,3,1
12584,545664,3,18
16839,548493,3,10
14709,545908,3,20
16672,546927,3,21
16553,546166,3,3
12481,547925,3,28
15644,547960,3,45
16684,546992,3,16
15827,545603,3,2
12792,547897,3,25
14156,545320,3,6
14407,545928,3,19
14606,546732,3,19
18102,545466,3,1
17581,545591,3,22
17238,546107,3,51
16839,545319,3,4
16029,546733,3,3
14462,546872,3,2
15353,548313,3,51
15298,547361,3,18
12604,547492,3,10
14060,546532,3,2
16245,547887,3,30
14543,546750,3,1
17654,545835,3,22
15178,547694,3,3
17961,546898,3,4
14676,545318,3,11
13001,548351,3,24
12924,546035,3,7
15061,547419,3,15
17857,546926,3,2
17770,545416,3,21
12845,546724,3,4
17861,548510,3,34
14790,548455,3,10
17576,547401,3,27
14329,546378,3,38
14245,547102,3,67
16063,547690,3,23
16356,545819,3,15
13126,546275,3,16
15087,545471,3,15
15981,548354,3,13
13097,547785,3,74
15457,547382,3,58
16923,547841,3,39
13884,545309,3,7
15827,545601,3,9
12817,545570,3,4
17511,548190,3,3
16327,546538,3,34
15681,545654,3,17
14232,547058,3,47
14587,547786,3,50
16558,547205,3,16
13668,547870,3,20
12811,547566,3,1
14667,546218,3,14
17841,548492,3,37
14606,547199,3,35
16458,547713,3,11
17995,545521,3,2
13918,548542,3,8
14502,546423,3,63
18210,546877,3,5
16225,545797,3,59
13452,547814,3,1
16377,546863,3,5
13502,546157,3,5
16022,547663,3,76
15005,546537,3,34
16817,547804,3,1
14408,547078,3,9
12873,545431,3,4
15400,545680,3,5
16495,546013,3,32
12712,545706,3,9
12553,547722,3,23
15513,546369,3,1
13880,545222,3,9
15589,547991,3,1
16011,548196,3,8
15206,546029,3,1
17508,545579,3,22
15694,546768,3,6
15045,547844,3,4
16985,546689,3,13
17954,547060,3,21
12352,547390,3,8
17949,545341,3,1
16945,548199,3,20
18044,545233,3,10
16218,548242,3,8
12868,546683,3,18
14209,547720,3,19
16308,547519,3,1
12553,545583,3,16
13249,547546,3,2
15660,545311,3,9
14800,546417,3,42
16293,546562,3,19
17519,547513,3,16
13092,545873,3,6
13908,545933,3,28
16419,546123,3,7
17060,546996,3,5
16788,548327,3,68
16657,548309,3,76
14507,546017,3,28
13102,546189,3,16
13798,548144,3,2
17733,547414,3,12
15695,546915,3,19
17811,546524,3,11
12939,546411,3,5
12913,545348,3,4
16152,546684,3,29
16191,547246,3,10
17364,548192,3,23
17677,548368,3,4
15144,547648,3,2
13999,548218,3,16
16422,545693,3,12
16807,546437,3,22
15483,546982,3,54
14796,547730,3,51
15547,546422,3,34
12709,545295,3,14
17841,547019,3,22
12541,545585,3,17
14536,547795,3,19
16976,546874,3,2
17019,547485,3,68
13267,546033,3,1
12601,548412,3,3
12417,545536,3,19
17315,548447,3,4
12621,547821,3,5
13060,548452,3,15
15039,545721,3,43
15291,546310,3,5
16525,546090,3,7
15719,545503,3,29
14159,547910,3,118
13098,546372,3,7
14606,546427,3,29
12597,546760,3,30
16746,546871,3,22
16709,545474,3,31
17675,548154,3,21
15381,546757,3,7
15641,547623,3,31
14466,545630,3,8
15572,545699,3,25
17591,546873,3,11
12845,546462,3,1
13985,547068,3,20
15445,547080,3,5
15291,545889,3,1
17068,547065,3,11
17162,545869,3,13
17585,547240,3,42
16980,548202,3,9
15182,546748,3,16
12971,546766,3,3
17138,546092,3,24
17398,548152,3,19
14165,546111,3,25
17001,545589,3,15
17594,548234,3,14
14167,547226,3,9
12683,547504,3,35
12669,547892,3,69
12523,546770,3,8
17576,545459,3,16
14670,545658,3,86
17204,547195,3,32
14606,548210,3,40
12428,547086,3,10
17685,546928,3,14
12693,547071,3,11
13591,546980,3,23
13262,547221,3,11
16700,547667,3,30
14607,547541,3,3
13110,547881,3,32
16983,546425,3,18
13358,546737,3,29
15290,548170,3,9
13319,546523,3,3
13089,546731,3,31
17511,547832,3,22
16778,546301,3,5
15218,547103,3,16
17994,546401,3,3
15648,546908,3,12
13953,546154,3,1
16570,546544,3,16
15898,547033,3,7
15806,545907,3,16
12500,546919,3,3
14504,545697,3,32
17504,546769,3,44
17250,547556,3,23
14711,547370,3,29
13089,547579,3,2
16745,546220,3,28
17873,545558,3,11
15408,547079,3,34
14056,546305,3,34
13368,547888,3,28
18118,547895,3,24
17377,548012,3,13
13520,547815,3,13
13736,547658,3,76
15308,546243,3,19
13468,548457,3,5
17811,545700,3,16
12434,547659,3,16
15061,546540,3,8
12728,547863,3,8
12564,547520,3,21
16626,546983,3,47
17152,547233,3,8
12843,547077,3,4
13090,546929,3,6
15005,545559,3,52
14570,545595,3,20
17961,546413,3,2
13183,547577,3,9
17874,548013,3,4
16427,547244,3,5
14334,546182,3,25
13534,547537,3,16
16422,547023,3,8
17690,547084,3,4
12971,547946,3,3
15636,545430,3,8
13650,546837,3,19
13451,546670,3,108
13871,546230,3,22
12712,546759,3,11
14606,545377,3,37
15189,546785,3,5
15643,545423,3,23
12971,547944,3,3
15133,547840,3,7
14282,547000,3,21
17646,545469,3,18
16383,546753,3,53
15644,547553,3,12
17979,547792,3,1
14911,546541,3,30
13344,545719,3,68
14297,546156,3,11
13512,547572,3,15
12753,545448,3,1
16525,547562,3,9
16462,545223,3,1
14447,545596,3,15
12545,547790,3,34
15528,548370,3,26
14762,547093,3,21
15675,545659,3,3
13001,545821,3,27
12352,545332,3,3
16316,545759,3,23
14057,545544,3,20
14730,545980,3,54
15906,548159,3,4
17716,546791,3,42
15944,545912,3,6
17931,548148,3,50
12583,546373,3,20
16475,546321,3,20
15465,547029,3,7
13760,547919,3,28
14127,547911,3,9
17315,545602,3,13
16497,546688,3,7
14504,547800,3,22
16029,547726,3,3
13267,546032,3,6
15696,548038,3,18
15125,546438,3,38
18071,547846,3,11
14962,546436,3,5
12594,547914,3,13
17961,547022,3,5
15159,546441,3,7
13089,545999,3,58
14410,548512,3,15
13899,546158,3,15
14646,548211,3,16
14903,545683,3,59
16652,546385,3,22
14476,547874,3,19
13802,548257,3,28
14680,548169,3,29
15498,545842,3,30
14915,545708,3,8
12415,545475,3,82
16136,545711,3,8
16029,547101,3,4
12437,546765,3,8
12823,548245,3,1
18173,546216,3,14
15764,545906,3,59
17365,548451,3,65
14662,546105,3,47
13509,546404,3,1
12748,547818,3,11
15057,546132,3,3
16517,545853,3,17
12720,547379,3,29
13707,546883,3,16
15367,546116,3,36
14291,546133,3,52
14870,547428,3,13
15034,545676,3,6
14128,548005,3,22
14013,546030,3,8
15581,546122,3,15
16096,547064,3,12
14056,547705,3,29
15257,545305,3,7
12971,547688,3,2
12539,547387,3,44
12623,545994,3,18
13533,546846,3,40
13118,548545,3,19
13408,547500,3,18
14235,547666,3,30
13452,546480,3,1
12909,548490,3,27
14911,547702,3,16
13327,547805,3,21
14016,546569,3,45
16401,548407,3,17
16374,547372,3,27
14810,546420,3,21
13552,547894,3,9
14794,547549,3,16
13196,547375,3,34
15572,545698,3,15
13871,547657,3,17
16712,546003,3,54
16316,545790,3,1
12708,545709,3,18
17027,545306,3,2
13946,546788,3,4
14825,546037,3,9
12683,545235,3,17
15140,547076,3,17
12867,547223,3,79
17816,546657,3,1
14110,546922,3,32
14840,546829,3,4
16036,547200,3,11
17625,547860,3,95
17775,548256,3,3
16945,546120,3,6
15939,546164,3,7
14156,546172,3,30
13971,546639,3,19
14657,545441,3,14
15855,547192,3,6
15812,548349,3,3
13268,548388,3,56
16600,548546,3,9
12423,547109,3,20
15932,546644,3,15
13798,548293,3,10
17075,548499,3,16
16023,546998,3,24
14267,547644,3,15
14656,545308,3,29
12600,547085,3,3
12937,546857,3,16
15234,545905,3,14
17306,546775,3,1
12540,547703,3,34
14051,547378,3,10
17770,546110,3,7
15769,545865,3,8
12841,547862,3,21
16297,546681,3,20
16477,546248,3,13
15132,547349,3,19
13267,546031,3,9
18223,548529,3,24
15529,546108,3,60
14035,546787,3,12
12683,547508,3,8
16713,547521,3,11
18191,547494,3,7
17048,545400,3,23
16398,548404,3,63
13599,545322,3,15
14911,546520,3,41
16217,545435,3,11
18102,547812,3,4
14573,545477,3,16
15854,546918,3,4
17404,546530,3,27
15311,545288,3,33
13299,546752,3,5
12921,547067,3,10
13631,546878,3,1
13093,546103,3,5
15456,545312,3,29
16791,547206,3,31
15061,545413,3,3
14205,547081,3,14
14732,545289,3,30
13263,548188,3,52
13261,546741,3,1
17865,547251,3,20
17542,546625,3,25
14426,546005,3,53
12471,546921,3,2
16316,546102,3,1
15449,547420,3,23
12662,545988,3,19
13069,547664,3,48
16115,547070,3,51
12668,547822,3,49
15676,545232,3,61
14995,545649,3,37
16525,545325,3,4
16571,545468,3,29
16839,546830,3,14
15869,545896,3,5
15249,547918,3,60
16766,546403,3,17
16809,547380,3,46
18198,548337,3,16
13901,547938,3,23
12456,548212,3,41
15513,547686,3,18
15067,545408,3,35
15241,545238,3,28
17966,547558,3,6
12408,547685,3,4
17426,545447,3,66
12676,547645,3,7
15529,547729,3,63
13050,547377,3,22
15622,545417,3,29
12901,546443,3,7
14735,546667,3,14
12748,547669,3,28
14911,548449,3,9
15658,547407,3,2
16422,546738,3,11
16923,545681,3,58
14083,546390,3,1
15996,547134,3,15
17841,547202,3,29
16156,546556,3,11
16710,545945,3,24
14727,546254,3,10
14085,547794,3,27
12681,547327,3,31
14344,547923,3,4
12841,545874,3,8
13900,547252,3,16
16801,546389,3,45
14911,547882,3,39
13798,547373,3,4
17567,545462,3,29
12709,548320,3,7
17765,547902,3,19
14620,545220,3,15
15032,547947,3,22
13649,547900,3,8
13475,547413,3,32
13538,546153,3,5
17763,547207,3,1
16792,545427,3,1
17191,545660,3,37
12957,547962,3,24
13593,547165,3,1
16495,546014,3,1
17450,547708,3,13
12878,547002,3,19
16767,547691,3,12
17673,546951,3,61
16523,547898,3,14
17841,546261,3,48
13267,547515,3,14
17416,545530,3,98
15030,546772,3,3
15373,548260,3,21
15834,545901,3,164
17581,545592,3,18
13263,547656,3,73
12407,547061,3,15
14527,548461,3,23
15288,547075,3,31
12831,547366,3,9
15834,545902,3,2
18229,547034,3,8
15738,546531,3,13
14193,546624,3,23
13225,546464,3,4
17450,546067,3,4
12748,546412,3,5
13133,546331,3,4
18189,546784,3,40
16625,546237,3,23
16253,548160,3,53
13266,547891,3,19
17146,547203,3,17
13078,546118,3,26
15733,545343,3,10
14156,546660,3,27
17856,545505,3,5
12726,547087,3,15
14189,548208,3,18
14701,546944,3,25
14779,545646,3,6
15674,548215,3,19
16033,545688,3,61
13148,547418,3,29
14911,546329,3,1
14064,548491,3,8
13117,545710,3,7
17757,545555,3,20
14871,548156,3,20
16159,545519,3,14
14913,546317,3,25
14957,548541,3,12
17799,546549,3,43
13694,547362,3,39
17162,545870,3,1
18239,547695,3,10
18280,545712,3,10
14828,548359,3,3
15632,546155,3,26
15358,545662,3,11
15301,546827,3,1
16957,545465,3,4
12971,545225,3,3
17050,545695,3,87
13121,546679,3,50
15738,548172,3,13
16814,547940,3,23
13708,546426,3,51
14223,547088,3,18
16833,547717,3,1
18231,546729,3,12
16013,546318,3,1
16444,547055,3,26
14632,547245,3,8
16242,545894,3,23
14670,545655,3,46
17858,546761,3,7
18177,547986,3,10
15465,547835,3,5
17841,546543,3,50
17757,547689,3,25
15053,545514,3,20
13239,547417,3,22
12370,546236,3,48
12500,545557,3,5
15869,545898,3,10
18183,546165,3,19
14507,546019,3,11
15039,547106,3,40
12755,545645,3,3
17940,545911,3,2
16698,548494,3,4
17830,547489,3,5
14603,546169,3,2
17134,547049,3,20
14506,545302,3,38
15181,546631,3,2
12557,547972,3,5
13534,547538,3,16
16384,547098,3,24
16915,545229,3,3
16013,546521,3,3
12637,547194,3,40
16954,548267,3,3
15498,545859,3,16
17946,547817,3,3
12619,548489,3,5
17611,546429,3,96
16558,546315,3,22
15819,545909,3,41
17511,546739,3,42
15393,545573,3,8
15624,547922,3,10
16092,548361,3,20
16684,546994,3,1
12474,547934,3,17
17231,547243,3,58
14646,547796,3,13
14633,547026,3,20
14930,546252,3,62
14071,547668,3,9
13695,547762,3,5
17491,547569,3,20
15719,547359,3,68
12514,546875,3,51
16471,546159,3,13
16426,546009,3,11
17639,546006,3,7
14572,546778,3,45
15644,547548,3,55
17486,547514,3,24
17937,547834,3,7
15974,545883,3,9
13037,547963,3,15
14936,546091,3,81
16081,547829,3,20
12759,546027,3,27
16333,545644,3,5
12528,545916,3,13
12637,547196,3,4
14525,550452,4,7
13097,550781,4,19
15172,550317,4,25
16097,549959,4,10
14023,548716,4,16
15038,549550,4,26
17160,551400,4,32
17511,549835,4,20
14640,551088,4,24
13184,551149,4,8
15199,550449,4,3
15189,549996,4,2
16730,550615,4,23
13610,549566,4,20
14262,549944,4,16
16333,548627,4,5
17735,550015,4,50
15034,550837,4,16
17811,549048,4,6
14667,549238,4,31
16333,548629,4,1
16016,551276,4,34
14970,548651,4,7
12720,549614,4,21
15756,548864,4,39
14606,549717,4,1
12748,549523,4,3
16889,549546,4,57
17856,550772,4,2
15605,548655,4,20
15805,550775,4,53
12523,548553,4,9
12951,548911,4,9
13269,550784,4,21
13001,550129,4,18
13668,549705,4,9
16928,548652,4,5
16814,549836,4,16
17428,549748,4,5
14898,549956,4,6
16520,550144,4,54
16782,551470,4,7
16684,549927,4,21
16684,549928,4,2
18260,549947,4,19
16033,550483,4,4
13952,550193,4,93
16515,549234,4,22
17719,549054,4,12
15491,550350,4,46
13777,549225,4,3
17450,550710,4,9
15530,549235,4,54
16188,551192,4,30
16592,548617,4,18
13811,550187,4,6
17854,551172,4,12
15235,550173,4,9
13989,550158,4,23
14156,548718,4,14
13718,549282,4,5
13534,550831,4,10
16370,551471,4,63
15189,549305,4,8
15646,549182,4,11
13268,549787,4,24
16333,548641,4,1
15860,550833,4,3
16637,551352,4,16
15135,550190,4,9
16145,551305,4,23
17574,549584,4,8
15139,550032,4,5
13570,549561,4,27
13495,550936,4,6
12457,550671,4,1
13408,551001,4,6
12415,548661,4,1
16587,550942,4,13
17819,549946,4,3
17961,549538,4,8
13018,550341,4,19
14148,550756,4,3
15984,550769,4,8
17682,549052,4,19
13525,549020,4,2
17463,550766,4,14
13694,549940,4,18
15291,549046,4,5
13408,549971,4,1
18129,549564,4,14
15971,549689,4,2
16834,551002,4,24
18118,548563,4,17
18116,550643,4,7
17920,550305,4,25
12910,549742,4,23
17511,549979,4,1
18116,548711,4,91
17162,549441,4,1
13389,550901,4,18
13712,549259,4,10
13199,550531,4,1
13089,549751,4,18
17991,551445,4,3
12656,550661,4,18
17634,550481,4,9
17567,550773,4,20
17886,548768,4,16
17262,551164,4,5
16348,549983,4,30
16523,550199,4,18
18229,549991,4,8
17436,551202,4,4
13798,550457,4,14
12600,551467,4,8
14911,551187,4,5
13230,550189,4,23
15665,549568,4,77
16133,549597,4,6
17180,549901,4,36
17718,550916,4,6
13263,551171,4,61
14282,551182,4,8
15281,549206,4,5
15281,550958,4,15
13854,549280,4,3
18118,549543,4,59
15189,551341,4,6
15039,548735,4,33
16442,551056,4,56
12585,550620,4,22
16013,549444,4,1
17663,550528,4,10
13846,549718,4,15
14408,550218,4,7
13632,549567,4,41
16915,548991,4,23
14587,549120,4,34
13748,549190,4,8
17440,549105,4,2
13005,549283,4,18
17120,550802,4,18
16722,550995,4,17
17734,550670,4,9
17409,549026,4,5
13221,549989,4,31
17949,551259,4,1
15810,550993,4,32
14111,549756,4,2
16422,548807,4,18
14834,549978,4,11
13562,549439,4,24
16033,550491,4,1
15044,549828,4,2
13824,549735,4,14
15719,549241,4,61
14078,551197,4,10
13018,548920,4,31
16168,551145,4,2
16700,550468,4,27
12414,550998,4,5
14057,549994,4,2
17315,550025,4,3
14534,549148,4,23
16333,548630,4,1
16172,549790,4,16
15304,550345,4,1
18236,549920,4,8
13748,550923,4,4
17029,550308,4,1
15240,549744,4,8
18079,550272,4,29
15912,550818,4,13
14735,551427,4,6
12393,549313,4,17
17381,548704,4,7
15194,548974,4,16
12417,551398,4,23
17596,548975,4,16
13694,551198,4,8
14905,550701,4,9
17367,550288,4,34
13157,549843,4,14
12754,550344,4,14
14606,551194,4,18
14298,551351,4,128
17874,551399,4,30
16249,550134,4,22
13798,551021,4,1
14911,549118,4,65
16814,551385,4,25
13018,550342,4,25
13232,549562,4,14
13474,550332,4,64
15039,550035,4,53
17930,550160,4,5
17158,550826,4,14
14240,551387,4,10
16607,549917,4,12
17670,550999,4,11
14849,548916,4,26
14692,550498,4,15
15805,550776,4,9
12437,551389,4,8
16168,549670,4,7
13482,550971,4,11
15356,548670,4,60
14973,551393,4,5
15555,550331,4,99
12744,548813,4,4
13956,549575,4,34
12347,549222,4,24
17054,550490,4,16
16188,549581,4,9
14243,549321,4,23
17572,550265,4,4
16996,549442,4,6
15547,549569,4,44
12457,550281,4,2
13101,550628,4,8
13418,548659,4,29
16919,549874,4,37
16409,549734,4,70
15615,549732,4,32
14562,550994,4,37
17338,550477,4,92
14030,549563,4,21
17470,549007,4,20
12949,548648,4,75
13719,550623,4,6
14195,548687,4,5
13048,550280,4,37
13263,548860,4,67
17701,548632,4,24
17675,549998,4,11
15311,549542,4,24
16697,549910,4,21
16553,550990,4,4
15754,549256,4,6
13122,549964,4,54
17042,549129,4,43
13059,548734,4,8
13767,551286,4,8
12721,549274,4,24
12779,548909,4,25
18226,551289,4,20
12678,548725,4,1
14163,550180,4,17
14309,550526,4,20
16013,551279,4,1
15237,551160,4,65
15800,549263,4,14
17719,550666,4,23
17629,548701,4,35
15521,548907,4,3
13634,549729,4,35
15780,549579,4,13
15108,551013,4,11
12348,548955,4,5
17730,550659,4,19
13113,550362,4,12
13735,550622,4,59
13623,548700,4,10
13700,549954,4,19
18036,549368,4,40
17589,549958,4,71
15005,551284,4,47
16241,549099,4,61
13134,550649,4,1
17928,549286,4,17
13015,548868,4,32
18077,551218,4,20
18080,549591,4,1
13113,549669,4,1
13993,550275,4,15
16422,550524,4,4
14672,550525,4,27
15212,549839,4,5
14961,549192,4,13
13209,551014,4,127
16029,549594,4,4
12841,550138,4,28
12670,550827,4,22
15917,549056,4,12
17735,549281,4,27
13230,549294,4,53
16333,548633,4,1
17744,548709,4,12
13700,549754,4,22
14911,548664,4,67
14031,550973,4,16
16045,549324,4,11
16678,548710,4,17
12569,548654,4,10
16163,550934,4,1
16676,550804,4,19
17389,550299,4,23
16779,549554,4,15
16639,550346,4,14
17142,550185,4,15
16133,550823,4,26
15078,550662,4,27
18263,548616,4,15
12877,548634,4,5
16947,550348,4,21
13758,548555,4,15
14217,549312,4,5
15230,550150,4,1
14759,550836,4,35
16843,549755,4,9
13082,550377,4,1
13266,549102,4,11
14154,550163,4,33
17848,548900,4,13
15189,549841,4,1
12999,549323,4,23
13695,550340,4,5
13408,549969,4,4
17613,551142,4,55
16678,549990,4,10
14606,551058,4,31
17975,551016,4,28
13092,551143,4,6
13267,550912,4,14
13069,550480,4,27
15916,549275,4,15
18185,548861,4,17
18171,550250,4,12
12705,549316,4,63
17874,551514,4,3
15039,551033,4,20
14298,551291,4,47
17857,551166,4,1
16729,551134,4,44
17262,551165,4,1
13458,549833,4,37
13089,549696,4,1
17284,550389,4,43
15939,551148,4,12
15856,550964,4,16
13089,550151,4,1
12708,550946,4,12
14911,548858,4,15
13632,550750,4,19
16552,549589,4,12
15491,550351,4,14
17690,549154,4,19
15935,550131,4,11
13305,549467,4,9
15270,550194,4,8
14040,550054,4,5
13408,551438,4,11
16556,549451,4,18
15018,548557,4,12
17277,551125,4,17
14502,550515,4,56
15891,551270,4,62
16696,549016,4,2
15235,549189,4,13
14911,549667,4,49
14740,551349,4,25
15145,549017,4,26
14056,550297,4,41
13694,548554,4,19
12701,549680,4,21
15005,549245,4,34
14606,550532,4,35
12530,550665,4,14
13767,549308,4,7
17601,550184,4,9
17457,548645,4,2
13772,550106,4,36
16146,550939,4,19
13317,550125,4,23
14465,549262,4,65
17841,550829,4,50
18144,551150,4,7
17530,551272,4,1
12982,549646,4,28
14868,550778,4,24
15414,549694,4,5
16698,551191,4,1
16399,550469,4,31
16672,550786,4,1
16131,549995,4,24
13027,550667,4,6
16837,550669,4,1
14235,551274,4,17
12901,550797,4,4
13962,549353,4,7
16161,549044,4,21
14271,551395,4,10
17669,548730,4,7
15249,550714,4,19
12594,550606,4,8
17799,549728,4,16
15935,549739,4,1
13811,550354,4,1
18172,551000,4,7
13769,550495,4,14
13842,551028,4,19
15581,550197,4,4
13694,549941,4,1
17346,550298,4,38
14298,551293,4,28
12471,548746,4,1
14258,549417,4,1
14770,550921,4,35
14961,550968,4,40
15838,549186,4,1
18231,550439,4,26
16713,549128,4,46
13013,548919,4,31
16203,551159,4,9
16043,549243,4,4
16261,549291,4,56
15147,549984,4,28
12354,550911,4,58
17965,548567,4,26
15640,551247,4,10
13863,549053,4,20
17091,549982,4,27
13184,548631,4,13
17869,549292,4,10
16193,550316,4,19
12573,551163,4,28
18231,549915,4,28
14911,549721,4,12
16719,550352,4,28
14854,548665,4,7
13637,551277,4,64
16325,549310,4,5
16553,550900,4,18
16133,549304,4,14
13138,549923,4,12
16750,550965,4,10
14527,551262,4,10
13098,549115,4,35
18272,549185,4,33
15311,548856,4,3
16422,551501,4,5
15745,550325,4,18
14092,550304,4,17
18041,549436,4,6
14532,550326,4,20
15768,551347,4,10
17883,549293,4,19
17874,551416,4,1
16623,549319,4,5
13015,549298,4,19
13479,550539,4,8
13798,549628,4,9
18044,548892,4,7
14105,550183,4,74
16162,548668,4,2
17204,549885,4,11
16224,548741,4,14
15125,550007,4,4
14239,549183,4,6
16333,549925,4,1
16525,549678,4,6
14326,549719,4,8
16652,549961,4,1
16348,549981,4,52
16144,549187,4,1
14311,549592,4,20
15179,550660,4,1
15898,551188,4,3
12971,550674,4,2
15436,550651,4,130
13148,550820,4,18
13548,549548,4,61
13854,551290,4,1
14964,549125,4,13
17160,549789,4,48
15769,550135,4,2
17530,551299,4,1
14156,550618,4,21
16904,551436,4,35
15078,550663,4,2
12428,549588,4,21
17061,551138,4,1
13871,550446,4,24
15932,549880,4,7
16226,550453,4,3
13015,548872,4,7
12669,548913,4,1
17389,549471,4,3
14428,550003,4,4
17320,550334,4,26
16806,550191,4,21
15465,549539,4,2
17588,550832,4,10
16709,549433,4,4
16180,548565,4,13
13549,549691,4,10
17068,550052,4,25
16011,550811,4,5
18230,548611,4,16
13720,550291,4,9
15570,550008,4,16
13324,549590,4,7
13120,550198,4,1
15903,551055,4,10
16103,551185,4,6
17061,550925,4,13
14527,550292,4,7
13599,549736,4,8
12753,548993,4,32
17677,550005,4,2
18116,550459,4,48
14006,549902,4,13
14298,550634,4,2
16817,548917,4,12
15910,549240,4,31
17140,549121,4,20
17991,551334,4,2
12709,550002,4,2
15214,549583,4,35
15498,550274,4,23
15493,548739,4,58
13408,548706,4,4
17054,549446,4,23
16873,549522,4,32
17085,548702,4,27
13208,549949,4,35
14546,548984,4,96
13462,548608,4,9
15223,548747,4,12
15179,548658,4,1
17874,551401,4,2
17162,549440,4,10
15159,550712,4,40
17725,548744,4,15
15291,548644,4,2
17704,550001,4,16
14264,549432,4,5
14060,550991,4,3
13468,548560,4,8
16422,548985,4,1
13798,548979,4,3
13539,549957,4,10
13137,548612,4,127
14031,550972,4,22
13590,550164,4,8
16746,550448,4,4
14227,550347,4,17
16919,551282,4,31
16356,551060,4,1
17631,550913,4,21
16705,549837,4,20
15952,551397,4,14
16933,550132,4,20
17268,549447,4,1
16333,549926,4,2
14852,548650,4,24
15109,549317,4,28
12569,550004,4,9
17362,550152,4,23
18161,548550,4,12
17109,550941,4,47
16617,550357,4,5
15855,549976,4,8
12853,550124,4,16
17841,551250,4,63
14395,549289,4,22
15727,548978,4,46
16418,551337,4,18
15027,550286,4,8
14735,550919,4,1
17857,549027,4,4
13203,549715,4,10
16469,549279,4,46
13408,549972,4,8
16770,550321,4,38
15311,549104,4,12
17068,551420,4,17
14606,549101,4,20
14334,550806,4,17
15034,550835,4,81
17548,550755,4,5
17315,550828,4,12
14978,550360,4,36
16919,550607,4,23
12901,550608,4,1
14735,550920,4,3
14700,550279,4,40
13668,551059,4,24
14246,549302,4,24
13362,549300,4,41
15737,549587,4,29
13725,551437,4,11
12997,550324,4,18
14289,549852,4,9
18064,550497,4,2
15416,550016,4,38
15856,548686,4,24
14060,549911,4,22
17757,549572,4,18
14286,549577,4,141
13630,549526,4,32
16745,549276,4,17
18213,550303,4,15
15114,549309,4,16
16224,549966,4,30
17873,549967,4,9
16170,550520,4,22
17243,548696,4,7
17857,551186,4,1
12682,548737,4,27
13178,549387,4,27
16187,551344,4,12
12733,550644,4,22
15517,550785,4,27
12483,551278,4,12
12748,548656,4,6
15939,549246,4,10
13285,551275,4,30
16837,549306,4,8
14626,550774,4,29
13571,551281,4,16
12477,550137,4,57
13426,550264,4,11
14711,550890,4,30
16905,550314,4,18
14758,551439,4,16
17746,549974,4,6
16085,550318,4,29
17133,549272,4,3
12662,550178,4,24
13124,548666,4,89
16942,551057,4,41
15601,548636,4,21
17381,550156,4,4
14911,549196,4,22
13781,548707,4,17
12971,549942,4,2
15065,551035,4,24
14446,549250,4,83
13694,548556,4,2
17865,550017,4,22
17440,549107,4,1
15311,548863,4,45
14524,550319,4,14
17630,550918,4,19
12423,549249,4,18
12931,550122,4,4
12621,551258,4,34
17217,550655,4,9
14211,550287,4,9
17675,551301,4,31
17179,550956,4,39
17419,548757,4,18
12971,550343,4,5
15140,550616,4,13
16378,549131,4,3
13655,549741,4,21
17716,548874,4,37
18069,550512,4,109
15655,549571,4,34
13647,550521,4,23
15046,549937,4,7
13184,550626,4,32
14606,549720,4,33
14524,550322,4,34
15529,549059,4,17
14535,548987,4,95
12356,549435,4,21
14606,550057,4,23
12457,550188,4,23
17790,549260,4,11
17211,550796,4,19
17045,549106,4,1
12569,550162,4,9
14057,549993,4,11
15769,550476,4,2
