InvoiceNo,CustomerID
C559829,14483
C559830,16998
C559880,15493
C559882,16156
C559908,14088
C559939,14426
C559947,16701
C559950,14562
C559952,17696
C559953,13815
C559983,14562
C559992,14527
C560043,16656
C560044,14258
C560045,16779
C560046,17049
C560099,16779
C560100,16422
C560123,16782
C560124,17440
C560148,15769
C560189,17652
C560206,17068
C560208,13013
C560219,12451
C560220,14572
C560221,13408
C560242,14659
C560243,14659
C560289,16398
C560301,14159
C560317,15527
C560330,17841
C560331,17706
C560365,14390
C560372,17448
C560384,14808
C560390,12930
C560391,12930
C560395,15125
C560396,18087
C560408,13564
C560409,16717
C560414,13564
C560418,17809
C560420,15369
C560430,13154
C560435,17603
C560436,17603
C560474,12705
C560526,16401
C560533,16488
C560540,12415
C560550,12971
C560556,13089
C560558,12921
C560559,16145
C560560,17738
C560561,17651
C560563,14911
C560564,12468
C560572,17065
C560574,14437
C560585,13941
C560588,13767
C560589,15249
C560608,16271
C560643,17866
C560645,15802
C560647,18102
C560649,17581
C560652,16393
C560653,15802
C560654,16255
C560687,14606
C560699,13217
C560733,15298
C560735,16013
C560818,17811
C560832,13488
C560842,14527
C560855,14410
C560860,13668
C560866,14410
C560869,12830
C560874,17677
C560877,16859
C560880,15152
C560898,12722
C560899,15260
C560902,17593
C560903,18198
C560904,14875
C560905,13468
C560907,16875
C560909,13590
C560910,14733
C560912,14400
C560932,15005
C560987,16859
C560990,14056
C561011,17612
C561012,13098
C561013,16705
C561016,14056
C561017,13050
C561018,14916
C561019,15187
C561041,15708
C561059,13802
C561061,13097
C561069,16570
C561083,13230
C561104,12576
C561117,13520
C561198,16161
C561210,17841
C561211,15544
C561212,17175
C561225,16029
C561227,12431
C561229,17096
C561230,14329
C561232,16133
C561233,17422
C561234,13327
C561235,13767
C561237,13050
C561238,17675
C561240,17677
C561319,15106
C561328,12471
C561358,12626
C561370,17693
C561379,13668
C561380,17693
C561464,14527
C561469,15289
C561510,14534
C561586,14243
C561587,17649
C561588,15781
C561589,16133
C561590,18268
C561591,15708
C561594,17671
C561596,16558
C561598,13109
C561604,18223
C561606,13420
C561608,15827
C561612,17054
C561613,14194
C561619,13408
C561620,15845
C561621,12722
C561622,16572
C561623,17677
C561628,16422
C561649,15746
C561681,15370
C561682,13631
C561684,13136
C561703,12709
C561725,17841
C561793,14414
C561810,14145
C561886,15532
C562016,14738
C562020,16774
C562022,17389
C562041,15120
C562048,13534
C562051,15602
C562097,15311
C562110,16316
C562111,15125
C562115,17696
C562116,15810
C562117,16628
C562118,12457
C562119,13505
C562121,16523
C562122,14857
C562124,13081
C562126,15764
C562139,12921
C562142,15189
C562144,12757
C562147,16180
C562149,13534
C562151,17053
C562154,13520
C562159,17389
C562160,13106
C562185,12748
C562188,12748
C562206,15625
C562221,16525
C562223,15804
C562267,14056
C562280,16133
C562281,12476
C562367,17811
C562375,14911
C562423,12584
C562425,12584
C562438,14621
C562514,13408
C562515,13408
C562522,13813
C562559,16743
C562561,16729
C562577,15518
C562582,15640
C562594,12748
C562597,15518
C562601,12901
C562613,15228
C562618,13186
C562620,13089
C562622,15299
C562623,16255
C562647,15502
C562648,14606
C562651,16951
C562657,13588
C562661,13588
C562687,15157
C562709,17511
C562726,16401
C562728,12406
C562773,17841
C562786,15581
C562793,16422
C562794,14112
C562795,13709
C562796,13694
C562797,16672
C562798,12929
C562799,16609
C562800,16401
C562801,15194
C562802,15201
C562803,15628
C562808,18282
C562811,13217
C562845,14903
C562848,15201
C562876,15110
C562884,14056
C562887,17994
C562889,18172
C562909,17602
C562910,15671
C562911,13384
C562915,13388
C562921,13767
C562938,14156
C562943,12693
C562952,12749
C562953,16180
C562954,17429
C562956,13186
C562957,13319
C562958,17531
C562959,17389
C562961,14305
C562962,17579
C562969,12610
C562992,12885
C563068,13722
C563072,16928
C563107,12709
C563109,12656
C563197,13047
C563207,17613
C563218,16401
C563219,17644
C563220,16150
C563221,17611
C563222,15660
C563223,16292
C563224,12409
C563225,14911
C563226,13116
C563232,17988
C563240,15048
C563249,16656
C563258,15311
C563363,15342
C563375,14911
C563433,16033
C563446,15205
C563459,17048
C563483,14175
C563553,16755
C563554,16755
C563570,17949
C563577,17949
C563586,12697
C563587,18248
C563591,16145
C563592,16029
C563593,14646
C563594,18248
C563595,13769
C563596,12749
C563598,14305
C563599,15152
C563600,14911
C563601,13047
C563602,14291
C563603,17302
C563604,15251
C563605,14112
C563606,13925
C563607,13078
C563608,17719
C563609,18178
C563610,14937
C563611,17340
C563612,17442
C563655,15311
C563693,17243
C563716,15706
C563751,12528
C563752,12362
C563773,13048
C563838,18241
C563856,13090
C563894,16330
C563899,17097
C563918,14572
C563948,13089
C564063,16184
C564081,17949
C564084,14911
C564094,16550
C564104,12530
C564108,12428
C564131,14407
C564134,12456
C564138,12753
C564142,12477
C564204,13576
C564206,14301
C564207,15270
C564208,15469
C564209,14189
C564210,14194
C564211,17652
C564212,13209
C564213,15301
C564214,16996
C564215,16133
C564217,12994
C564218,16302
C564232,13517
C564257,16607
C564276,16841
C564279,17706
C564281,14796
C564299,12853
C564320,16536
C564331,12569
C564362,13148
C564368,16493
C564424,12955
C564426,15804
C564427,17841
C564435,17676
C564478,14732
C564487,15838
C564488,16859
C564490,13266
C564491,18204
C564493,13089
C564504,16722
C564506,15315
C564545,14188
C564571,14606
C564592,13408
C564655,13159
C564711,16768
C564730,17841
C564748,14911
C564751,17828
C564759,14911
C564763,14096
C564812,14527
C564813,17173
C564845,17416
C564854,17865
C564899,14646
C564900,12948
C564903,16984
C564905,17450
C564907,18225
C564908,17705
C564909,15498
C564911,16133
C564913,12560
C564940,12931
C564941,13709
C564942,18097
C564944,13078
C564945,16652
C564946,13534
C564947,17747
C564948,14895
C564949,17706
C564952,14188
C564955,15786
C564956,16303
C564960,14525
C564964,17315
C564971,13466
C564996,17677
C564997,15625
C564998,17581
C565001,17675
C565016,15764
C565023,12901
C565025,13050
C565026,13694
C565044,12931
C565050,12381
C565075,13408
C565077,17451
C565078,16422
C565085,12474
C565089,12645
C565140,17841
C565215,16474
C565227,12708
C565229,17450
C565237,14299
C565284,12471
C565290,16092
C565294,12423
C565305,15311
C565313,14527
C565323,14606
C565379,14415
C565382,14096
C565390,13408
C565402,16401
C565403,16187
C565422,17774
C565425,15561
C565428,12867
C565477,13630
C565581,14565
C565582,14156
C565597,12709
C565615,12683
C565666,15856
C565671,14796
C565681,15521
C565683,15521
C565752,17841
C565761,16278
C565762,14040
C565789,16735
C565799,13999
C565804,17491
C565843,14606
C565848,14606
C565864,15752
C565925,12471
C565962,14410
C566007,16076
C566011,14688
C566012,17243
C566036,17811
C566071,17997
C566078,13137
C566084,12621
C566088,14911
C566090,12477
C566161,17696
C566165,14911
C566166,14194
C566167,17865
C566174,16309
C566176,16133
C566177,14108
C566180,16173
C566181,14243
C566182,14210
C566183,14837
C566185,18167
C566187,14096
C566197,18109
C566205,16362
C566209,16362
C566216,14096
C566222,13458
C566223,16145
C566252,13527
C566263,14606
C566280,12748
C566313,13577
C566384,17811
C566423,16984
C566445,14286
C566457,17696
C566458,16191
C566459,13236
C566460,18223
C566461,16713
C566462,14276
C566463,17449
C566464,15764
C566466,13850
C566467,14688
C566468,13319
C566469,13709
C566470,13136
C566471,16670
C566472,16187
C566473,16705
C566474,15136
C566475,14527
C566490,16656
C566565,14096
C566584,17779
C566611,15513
C566613,16029
C566614,16029
C566626,15380
C566671,17841
C566672,13145
C566725,14606
C566741,15618
C566742,17422
C566743,14299
C566745,16150
C566748,12822
C566749,13999
C566751,14911
C566752,14397
C566753,14911
C566754,18158
C566758,14292
C566775,14060
C566777,14911
C566779,13931
C566780,12997
C566782,16048
C566784,14915
C566785,17071
C566820,17214
C566925,12748
C566939,14111
C566940,14105
C566941,13136
C566942,17139
C566943,16293
C566944,15449
C566945,13319
C566946,15122
C566947,13871
C566948,13468
C566953,15804
C566955,13026
C566956,14019
C566957,18172
C566958,14420
C566960,12616
C566961,13319
C566963,17573
C566965,12919
C566966,16362
C566970,13993
C566978,14177
C566986,12476
C566999,14842
C567065,16108
C567091,12513
C567147,12709
C567155,17728
C567177,15533
C567187,12705
C567198,14159
C567289,17612
C567330,13552
C567331,16609
C567332,13767
C567345,14911
C567347,15465
C567348,15755
C567349,13375
C567350,17677
C567351,15251
C567355,15764
C567357,16211
C567358,16428
C567359,15201
C567360,13860
C567361,13599
C567365,15443
C567440,17841
C567519,12474
C567520,12989
C567521,12540
C567527,17450
C567532,15888
C567534,16341
C567535,15253
C567536,14284
C567538,14198
C567540,12384
C567541,15498
C567543,13418
C567544,15622
C567620,14306
C567624,13448
C567627,17511
C567641,12409
C567643,12409
C567655,14096
C567677,12409
C567681,15433
C567682,17997
C567685,16394
C567686,17702
C567688,13282
C567689,17434
C567690,15810
C567691,17567
C567703,15810
C567704,17716
C567705,14768
C567706,15769
C567708,15201
C567712,13282
C567714,16316
C567715,16160
C567716,14543
C567717,15601
C567767,17460
C567867,16669
C567884,13627
C567885,12879
C567891,15296
C567896,14527
C567902,15555
C567903,16422
C567916,12579
C567919,17037
C567940,16984
C567945,17340
C567946,12909
C567947,17663
C567948,14769
C567949,13435
C567950,17069
C567952,18226
C567953,18198
C567955,17428
C567956,12895
C567961,13430
C567963,14141
C567964,12995
C567965,14911
C567978,14546
C567997,13097
C568055,17929
C568096,17867
C568097,15804
C568138,16689
C568157,14367
C568184,15429
C568232,14808
C568237,13481
C568240,17172
C568244,12583
C568345,14096
C568347,17997
C568348,17997
C568370,15154
C568377,14911
C568385,15398
C568386,12720
C568388,14808
C568395,17480
C568410,12748
C568412,14456
C568416,14866
C568418,15763
C568419,13694
C568420,16573
C568421,16626
C568445,16156
C568501,16713
C568516,14456
C568532,14356
C568534,12579
C568557,12681
C568559,14397
C568560,14299
C568561,15505
C568562,17002
C568570,15358
C568571,17581
C568572,15194
C568573,13115
C568575,13134
C568579,14934
C568580,12566
C568581,15804
C568582,13014
C568584,15706
C568587,18225
C568596,16493
C568597,13089
C568598,15737
C568599,14395
C568600,18223
C568601,15696
C568646,13430
C568649,16626
C568664,14911
C568677,12619
C568689,17841
C568694,16321
C568714,16332
C568748,16389
C568796,17870
C568799,17450
C568830,13725
C568832,17450
C568879,14680
C568884,14680
C568899,12619
C568903,16156
C568911,15050
C569032,15061
C569034,16240
C569038,12940
C569107,15150
C569109,16523
C569112,17405
C569113,13426
C569114,14911
C569115,13426
C569116,13320
C569117,17506
C569119,14194
C569128,15034
C569138,14911
C569233,17841
C569245,14096
C569251,12957
C569318,13505
C569320,15301
C569370,12484
C569387,14031
C569390,15502
C569395,14188
C569410,13364
C569421,15339
C569422,12546
C569456,17675
C569485,12705
C569490,12457
C569525,16474
C569526,15044
C569547,14834
C569548,18053
C569549,15955
C569552,14533
C569553,16362
C569554,16401
C569636,12841
C569644,14534
C569655,14534
C569663,17841
C569682,15351
C569733,12500
C569743,15769
C569786,17813
C569829,14527
C569851,17511
C569891,13924
C569902,13647
C569908,16782
C569909,17611
C569911,16653
C569913,14217
C569916,13777
C569922,16842
C569938,14211
C569939,14883
C569940,15611
C569941,16909
C569942,14907
C569944,17405
C569945,14141
C569946,16462
C569949,12584
C569950,13499
C569951,16394
C569952,16160
C569953,15841
C569954,14792
C569955,17644
C569956,14944
C569957,15745
C569958,13266
C569959,13983
C569960,18172
C569961,13704
C569963,13131
C569964,16523
C569966,13279
C569967,17490
C569969,17159
C569970,13055
C569971,16875
C569972,13317
C569973,12703
C569974,14092
C569975,14333
C569976,16747
C569978,13988
C569979,17652
C569980,13767
C569981,12679
C569982,15365
C569984,17231
C569985,15365
C569986,16245
C569987,18194
C569988,17231
C569989,16839
C569990,15505
C569991,14501
C569992,16133
C569993,17633
C569994,15606
C569995,14557
C569996,15322
C570004,13198
C570005,14462
C570006,14217
C570012,15344
C570066,16523
C570099,13798
C570122,15874
C570194,16918
C570199,13090
C570203,15311
C570207,16326
C570221,13113
C570274,13113
C570276,17419
C570278,14534
C570279,13694
C570283,12708
C570290,14665
C570291,12731
C570301,16900
C570331,14606
C570406,17841
C570447,16791
C570450,13224
C570460,17527
C570471,13408
C570476,17509
C570477,14719
C570478,14644
C570480,17552
C570483,13078
C570484,14911
C570486,14533
C570487,14096
C570490,14356
C570508,15706
C570515,12719
C570552,16029
C570553,14800
C570556,16029
C570573,14997
C570647,15125
C570655,15208
C570658,16120
C570683,16161
C570684,14535
C570686,13418
C570687,14959
C570692,13359
C570704,13208
C570708,12908
C570727,12471
C570775,12664
C570828,14911
C570831,14911
C570835,12457
C570845,17017
C570850,15473
C570853,15473
C570854,15473
C570867,12607
C570889,13954
C570902,17724
C570958,16873
C570962,17509
C570963,13816
C570996,14849
C571003,15801
C571009,12612
C571014,17509
C571023,15239
C571029,13035
C571045,15606
C571051,14626
C571059,17813
C571066,12709
C571127,12583
C571186,14390
C571220,13810
C571233,15856
C571251,13814
C571262,12901
C571264,17769
C571285,16533
C571287,13610
C571316,15091
C571319,17164
C571320,13089
C571321,17096
C571325,12783
C571327,12783
C571329,17706
C571336,16652
C571346,16101
C571440,14096
C571466,16463
C571473,12679
C571499,12454
C571507,13919
C571543,17677
C571619,16140
C571625,16140
C571634,16029
C571635,16393
C571637,14688
C571639,15498
C571678,12679
C571680,12679
C571695,14776
C571699,15106
C571707,14056
C571711,15296
C571750,12744
C571814,14477
C571838,17841
C571854,15826
C571855,17462
C571856,17063
C571858,14257
C571859,15159
C571860,14175
C571861,16670
C571862,13422
C571893,13314
C571896,16533
C571897,16157
C571902,14488
C571907,14297
C571919,17350
C571925,13115
C571927,13109
C571928,12720
C572022,16474
C572027,15754
C572029,17651
C572059,17346
C572102,13519
C572109,13350
C572110,14910
C572111,13136
C572112,14113
C572113,15179
C572114,17169
C572115,16394
C572116,15620
C572117,17603
C572118,18228
C572119,15598
C572120,14911
C572187,12403
C572223,14147
C572226,15321
C572228,15728
C572275,12572
C572276,16768
C572299,13598
C572334,14607
C572343,14607
C572410,16742
C572428,17949
C572440,17811
C572449,14428
C572463,17652
C572469,13534
C572471,17090
C572473,18188
C572478,13098
C572479,12463
C572481,15632
C572482,17314
C572485,14952
C572486,14156
C572488,12474
C572489,17119
C572491,13047
C572492,12940
C572529,17675
C572530,15782
C572531,13269
C572532,12380
C572535,15411
C572538,14121
C572546,17481
C572551,14096
C572554,17317
C572556,17317
C572659,14527
C572722,16869
C572736,15836
C572747,17423
C572750,14395
C572754,15482
C572761,12584
C572831,14895
C572850,17841
C572855,15215
C572864,12856
C572916,16325
C572917,15296
C572927,14233
C572968,14764
C572989,15786
C572991,17672
C572993,16690
C572995,13890
C573010,13735
C573021,14911
C573024,14474
C573030,15468
C573031,13004
C573034,14227
C573037,12471
C573079,12536
C573081,14527
C573084,13587
C573086,13991
C573092,13791
C573097,15038
C573098,15088
C573099,12921
C573101,16592
C573105,13969
C573147,15125
C573148,15469
C573172,16966
C573187,12709
C573219,14415
C573228,16764
C573244,14623
C573253,17552
C573257,14297
C573260,15287
C573268,12748
C573271,14606
C573283,18030
C573306,17837
C573321,14546
C573427,14560
C573471,14286
C573502,14808
C573541,14738
C573575,14096
C573750,16150
C573753,14329
C573754,13126
C573755,13028
C573756,17865
C573759,17193
C573760,16648
C573761,15489
C573764,13032
C573765,18226
C573766,14189
C573767,13882
C573771,16164
C573779,16360
C573864,15311
C573869,12523
C573925,17109
C573929,17811
C573949,14511
C574003,14390
C574010,17841
C574019,12415
C574026,14606
C574027,13394
C574028,14493
C574030,13870
C574031,13394
C574057,14102
C574061,12474
C574065,13271
C574078,14911
C574083,15521
C574095,12674
C574137,14505
C574238,13408
C574248,13925
C574254,15527
C574259,15521
C574261,12683
C574268,14359
C574291,15290
C574318,16729
C574322,15482
C574337,16979
C574339,14629
C574344,12415
C574347,12500
C574350,16637
C574424,16014
C574443,13890
C574447,12704
C574472,17690
C574473,15809
C574483,14359
C574486,15329
C574487,14112
C574488,13050
C574489,18219
C574492,16656
C574493,14842
C574494,15468
C574496,14156
C574499,14412
C574500,15598
C574503,16191
C574504,17434
C574505,13534
C574507,15345
C574508,16463
C574510,15110
C574512,12577
C574515,15159
C574517,17109
C574522,14292
C574524,17841
C574525,17841
C574526,14567
C574527,14156
C574548,18044
C574558,15187
C574584,15482
C574658,15426
C574712,14502
C574748,17107
C574753,13924
C574825,16678
C574828,16232
C574850,14702
C574865,12408
C574872,13993
C574875,16416
C574876,14426
C574886,14606
C574894,12597
C574900,17014
C574912,13324
C574922,15502
C574946,12656
C574954,18223
C574955,15066
C574957,17924
C574999,17289
C575004,13587
C575013,16253
C575035,15005
C575042,16764
C575044,14948
C575047,13047
C575052,14232
C575055,14329
C575056,17736
C575058,16013
C575064,12472
C575065,13924
C575079,14911
C575081,12483
C575082,12613
C575142,17183
C575150,12471
C575155,13709
C575156,16602
C575157,16379
C575158,15251
C575159,15513
C575160,14911
C575161,15271
C575171,18164
C575172,16790
C575173,15275
C575174,14156
C575223,12472
C575224,17511
C575257,13623
C575327,14911
C575341,12931
C575385,15916
C575511,14456
C575531,12544
C575537,14606
C575565,14401
C575572,17528
C575573,16705
C575575,17652
C575577,15597
C575578,15358
C575580,13599
C575585,15839
C575588,14064
C575590,15785
C575592,12619
C575606,14096
C575608,16133
C575616,15805
C575626,17651
C575630,15830
C575635,12473
C575638,12473
C575641,15814
C575648,16523
C575650,14194
C575651,17653
C575653,13988
C575662,13767
C575663,13769
C575664,12952
C575665,17442
C575666,18092
C575667,14032
C575669,12417
C575670,13081
C575672,13098
C575679,16863
C575746,13588
C575749,12856
C575752,13500
C575763,15034
C575777,13881
C575839,12517
C575841,13408
C575872,13408
C575879,13588
C575921,12931
C575940,17838
C575953,16015
C575962,14547
C575963,16794
C575980,12867
C576072,18069
C576108,15113
C576183,12476
C576194,16790
C576195,14606
C576197,13755
C576199,12610
C576216,12584
C576218,13694
C576223,15993
C576226,13268
C576227,14910
C576229,13816
C576230,17602
C576231,14868
C576232,15839
C576235,17769
C576240,14441
C576241,13447
C576242,16747
C576243,15953
C576244,18167
C576247,13139
C576248,16639
C576324,16161
C576325,15050
C576338,14096
C576348,13267
C576350,17730
C576360,14910
C576363,14794
C576375,16878
C576393,13735
C576397,13081
C576401,13026
C576402,13026
C576409,15298
C576515,13950
C576561,15311
C576565,13066
C576576,17521
C576647,15584
C576670,16393
C576785,14109
C576788,15344
C576816,12569
C576831,12748
C576850,13924
C576856,16912
C576858,17183
C576866,16278
C576868,18263
C576870,14907
C576871,14441
C576898,17828
C576903,12712
C576908,12670
C576918,14102
C576919,15529
C576921,17613
C576925,14102
C576968,13668
C576974,12474
C577040,15864
C577042,13894
C577066,15563
C577070,12704
C577073,14359
C577075,14456
C577081,18230
C577096,17095
C577131,15861
C577147,13396
C577149,17034
C577151,12781
C577153,13266
C577154,15502
C577159,15406
C577163,16678
C577164,16678
C577196,16924
C577227,14527
C577323,17904
C577327,17779
C577345,15563
C577349,16168
C577350,14315
C577351,17728
C577353,12781
C577354,14732
C577360,13012
C577362,14073
C577363,12697
C577364,14140
C577369,14132
C577375,14441
C577381,15297
C577383,13091
C577384,14156
C577385,14189
C577386,18276
C577388,14911
C577389,13381
C577390,18276
C577391,13078
C577392,16560
C577394,14902
C577395,12779
C577397,12504
C577398,16839
C577399,13895
C577481,12778
C577486,15533
C577509,13118
C577513,18110
C577547,17841
C577614,17888
C577683,14493
C577688,13890
C577692,14426
C577693,12628
C577722,14607
C577731,17811
C577737,15681
C577750,12878
C577752,16670
C577753,13756
C577775,12504
C577781,15406
C577786,13246
C577799,13458
C577815,17071
C577817,13081
C577819,17313
C577821,13777
C577828,14911
C577832,18274
C577839,16633
C577849,14534
C577889,16191
C577892,16191
C578003,13832
C578007,16474
C578039,17338
C578061,15811
C578062,12471
C578073,18139
C578076,18139
C578077,12936
C578090,12483
C578110,15804
C578122,12452
C578124,14049
C578131,13171
C578132,15502
C578136,14156
C578142,17010
C578144,16201
C578148,15117
C578164,14032
C578239,14912
C578257,17809
C578259,16660
C578269,14096
C578274,17828
C578276,17511
C578280,17841
C578282,17841
C578342,15993
C578355,14397
C578363,15482
C578367,14640
C578368,16191
C578371,14410
C578377,14277
C578432,12395
C578669,17323
C578673,16016
C578743,12681
C578784,13081
C578803,16764
C578832,13069
C578932,15351
C578991,15555
C579018,16678
C579090,12427
C579092,16900
C579127,12674
C579140,16393
C579169,17924
C579172,17811
C579178,12362
C579186,13238
C579192,12657
C579195,14096
C579266,15621
C579277,17450
C579347,17658
C579366,14205
C579415,15311
C579431,17584
C579438,14235
C579496,18161
C579502,16759
C579519,12748
C579521,12748
C579532,12494
C579547,16764
C579554,13924
C579562,12553
C579710,15467
C579739,16956
C579746,13078
C579748,14875
C579752,13777
C579753,15484
C579756,14733
C579758,14644
C579760,17096
C579764,14936
C579766,15793
C579776,13212
C579778,14217
C579780,14217
C579781,17451
C579782,17451
C579783,17727
C579785,12584
C579791,15969
C579864,12584
C579866,17528
C579869,14189
C579871,16101
C579876,18059
C579877,16240
C579878,17340
C579882,13050
C579883,14194
C579884,14527
C579886,15676
C579887,16717
C579889,13853
C579890,15197
C579891,13644
C579892,13310
C579893,13468
C579894,13098
C579895,14329
C579896,13971
C579897,17636
C579898,14299
C579902,13365
C579903,18130
C579904,17049
C579905,13078
C579906,17063
C579908,14527
C579911,14525
C579912,17044
C579913,14626
C579914,13267
C579915,16570
C579918,13410
C579919,17540
C579923,17071
C579924,16293
C579925,15544
C579926,14389
C579928,14121
C579929,17828
C579930,15563
C579931,13115
C579932,14950
C579933,14853
C579934,14860
C579935,14188
C579944,15021
C579945,15993
C579948,16376
C579968,14189
C579970,14388
C579989,15745
C579992,13408
C580056,14911
C580072,16240
C580099,13171
C580131,17576
C580161,12700
C580165,12359
C580168,12465
C580171,17949
C580174,14126
C580179,13352
C580180,14688
C580263,12536
C580312,13969
C580313,12668
C580392,16283
C580507,15867
C580510,14456
C580522,13435
C580597,16360
C580641,15621
C580649,14777
C580686,15984
C580698,17426
C580701,14793
C580702,17404
C580703,16705
C580707,12957
C580708,14546
C580710,14198
C580711,16057
C580714,12479
C580726,14096
C580740,12479
C580741,17659
C580747,17611
C580749,18167
C580751,12921
C580761,17528
C580762,14543
C580764,14562
C580766,14562
C580767,14655
C580768,13914
C580769,14869
C580770,13255
C580773,16523
C580805,16764
C580821,13098
C580826,17490
C580832,12753
C580886,15311
C580912,12989
C580913,17857
C580917,13362
C580918,16779
C580919,16571
C580954,12967
C580957,12839
C580966,16554
C580968,15622
C580970,15814
C580971,14298
C580989,12709
C581009,16971
C581012,13014
C581071,12375
C581100,14534
C581106,13668
C581117,16393
C581121,14087
C581124,13109
C581128,12785
C581145,17490
C581148,12462
C581162,14739
C581178,15525
C581228,16019
C581229,12558
C581235,15950
C581305,16933
C581316,12523
C581322,18223
C581323,14442
C581330,15877
C581384,17673
C581390,13081
C581393,16892
C581409,12476
C581460,13078
C581462,12985
C581463,17526
C581464,15951
C581465,15755
C581466,13883
C581468,13599
C581470,17924
C581484,16446
C581490,14397
C581499,15498
C581568,15311
C581569,17315
